# redshift_scan -- R(b,E) = (tau_full - tau_frozen)/tau_frozen
# mesma geometria e mesma densidade nos dois; so o argumento
# de sigma muda (E_loc contra E_inf).
# metrica = Schwarzschild  r_s_cm = 1000000  b_crit_cm = 2598076.21135
# perfil = PowerLawHalo  rho0 = 3  r0_cm = 100000000  p = 2  r_in_cm = 1200000  r_out_cm = 10000000000
# nota: r_in = 1.2 r_s fica ABAIXO da esfera de fotons
#       (1.5 r_s), sem o que os raios quase-criticos enrolariam
#       no vazio e o teto 3^(alpha/2) seria inatingivel.
# dipole.path = dipole/data/sigma_nuN_CC_IIM.dat
# dipole.E_min_GeV = 1000   E_max_GeV = 1e+14   n_pontos = 300
# dipole.convention_y = (E_in - E_out)/E_in
# dipole.target = isoscalar_nucleon
# dipole.projectile = nu
# dipole.current = CC
# dipole.units_sigma = cm^2
# dipole.units_E = GeV
# dipole.M_Z_GeV = 91.1876
# dipole.dipole_model = IIM
# dipole.generated_by = sigma_nuN (PHASIS/dipole) commit 89bbd23-sujo
# dipole.M_W_GeV = 80.379
# dipole.xF3_from = NNPDF31_nlo_as_0118
# dipole.largeXFactor (1-x)^7   [regra de contagem de constituintes, n_s = 4]
# dipole.bCGC [Rezaeian & Schmidt, PRD 88 (2013) 074016, Tabela II, m_c = 1.4]
# colinear.path = data/sigma_nuN_CC_collinear.dat
# colinear.E_min_GeV = 1000   E_max_GeV = 1e+14   n_pontos = 300
# colinear.convention_y = (E_in - E_out)/E_in
# colinear.target = isoscalar_nucleon
# colinear.projectile = nu
# colinear.current = CC
# colinear.units_sigma = cm^2
# colinear.units_E = GeV
# colinear.M_Z_GeV = 91.1876
# colinear.dipole_model = nenhum; colinear NLO, yadism 0.13.11, NNPDF31_nlo_as_0118
# colinear.generated_by = tools/make_collinear_table.py (PHASIS) commit 89bbd23
# colinear.M_W_GeV = 80.379
# colinear.pdf_set = NNPDF31_nlo_as_0118
# colinear.PTO = 1 (0=LO, 1=NLO)
# colinear.esquema = ZM-VFNS, TMC desligada, CKM completa
# colinear.formula = mesma de dipole/src/sigma_nuN_core.cpp, sem o fator (1-x)^7
# colinear.Q2min_GeV2 = 1.0
# colinear.nos_por_decada_Q = 16.0   nos_por_decada_x = 16.0
# colinear.tabela_SF = 121 x 71 nos em (x, Q^2); x em [1e-15, 1], Q^2 em [1, 2e+14]
# colinear.AVISO -- EXTRAPOLACAO DO PDF. Abaixo de x = 1e-09 o LHAPDF extrapola (continuation), e a
b_over_bcrit_minus_1,b_cm,r_turn_over_rs,E_inf_GeV,tau_dipole_full,tau_dipole_frozen,R_dipole,tau_colinear_full,tau_colinear_frozen,R_colinear,ok
6.3095734448e-08,2598076.37528,1.50030772614,490429.711879,95.7591477058,74.3078427189,0.288681573868,120.181749622,95.8473120628,0.253887532529,1
6.3095734448e-08,2598076.37528,1.50030772614,10855457.2466,385.198754594,318.092956699,0.210962853726,451.919771567,373.285730249,0.210653756484,1
6.3095734448e-08,2598076.37528,1.50030772614,240281021.273,1146.55889774,982.665250123,0.166784820768,1417.13831046,1198.71048603,0.182218998648,1
6.3095734448e-08,2598076.37528,1.50030772614,5318520249.52,2837.73661161,2490.19683818,0.139563173521,3927.68113991,3377.85327469,0.162774348234,1
6.3095734448e-08,2598076.37528,1.50030772614,117723228804,6212.96475492,5540.80474724,0.121310899471,9926.23185693,8647.13180489,0.147921886806,1
6.3095734448e-08,2598076.37528,1.50030772614,2.605754599e+12,12475.6697504,11256.2814011,0.108329590011,23335.0504507,20533.7494869,0.136424230049,1
6.3095734448e-08,2598076.37528,1.50030772614,5.7677291892e+13,23504.9283422,21392.7767911,0.0987319959331,51982.4468003,46060.0772939,0.128579235084,1
1e-06,2598078.80943,1.50122607887,1001,0.89727304667,0.565787411921,0.585883721984,1.70830259422,1.10007134928,0.552901632545,0
1e-06,2598078.80943,1.50122607887,22156.7177531,12.2931402569,8.73831370985,0.406809215723,19.5057003706,14.3847421224,0.355999308474,0
1e-06,2598078.80943,1.50122607887,490429.711879,80.344145935,62.7695422354,0.279986169624,100.902941668,80.9644269372,0.246262654909,0
1e-06,2598078.80943,1.50122607887,10855457.2466,323.705472551,268.700429857,0.204707684033,379.768734385,315.323033927,0.204379932716,0
1e-06,2598078.80943,1.50122607887,240281021.273,964.452894756,830.079917058,0.16187956718,1191.62259855,1012.57829225,0.176820210025,0
1e-06,2598078.80943,1.50122607887,5318520249.52,2388.51264751,2103.52649046,0.135480184507,3304.0982252,2853.3502795,0.157971472671,0
1e-06,2598078.80943,1.50122607887,117723228804,5231.67913156,4680.44508997,0.117773850775,8353.13644612,7304.43093464,0.143571144811,0
1e-06,2598078.80943,1.50122607887,2.605754599e+12,10508.5300936,9508.43955322,0.105179249952,19642.2274615,17345.3300285,0.132421662151,0
1e-06,2598078.80943,1.50122607887,5.7677291892e+13,19803.3570988,18070.9701317,0.0958657423761,43764.112309,38908.0056866,0.124809959716,0
1.58489319246e-05,2598117.38809,1.50489697127,1001,0.719244433411,0.461781258095,0.557543578918,1.3704211352,0.897850183591,0.526336086178,1
1.58489319246e-05,2598117.38809,1.50489697127,22156.7177531,9.89916813615,7.13198882397,0.387995463884,15.7299038396,11.740459711,0.339803059399,1
1.58489319246e-05,2598117.38809,1.50489697127,490429.711879,64.9289082754,51.2308997563,0.267377863443,81.6238088563,66.0811006824,0.235206556994,1
1.58489319246e-05,2598117.38809,1.50489697127,10855457.2466,262.211002703,219.306439019,0.195637501006,307.616318058,257.35861959,0.195282748052,1
1.58489319246e-05,2598117.38809,1.50489697127,240281021.273,782.343027703,677.490061359,0.154766796334,966.10229424,826.4405815,0.168991837849,1
1.58489319246e-05,2598117.38809,1.50489697127,5318520249.52,1939.2785296,1716.84468183,0.129559680107,2680.5019865,2328.83173802,0.151007152101,1
1.58489319246e-05,2598117.38809,1.50489697127,117723228804,4250.37050631,3820.05993162,0.112644980026,6780.00633981,5961.69026669,0.13726242668,1
1.58489319246e-05,2598117.38809,1.50489697127,2.605754599e+12,8541.34295603,7760.5458992,0.100611099652,15949.3207631,14156.8160653,0.126617785347,1
1.58489319246e-05,2598117.38809,1.50489697127,5.7677291892e+13,16101.6948437,14749.0650138,0.0917095306492,35545.5884713,31755.7220917,0.119344361585,1
0.000251188643151,2598728.81859,1.51974847819,1001,0.541219781271,0.357738993093,0.512890100661,1.03254042383,0.695558806244,0.484476099735,1
0.000251188643151,2598728.81859,1.51974847819,22156.7177531,7.50492404054,5.5251062184,0.358331178423,11.9535386274,9.0952591987,0.314260359847,1
0.000251188643151,2598728.81859,1.51974847819,490429.711879,49.5110850619,39.688251034,0.247499795834,62.3410781083,51.1926069025,0.217775024174,1
0.000251188643151,2598728.81859,1.51974847819,10855457.2466,200.703111296,169.895298473,0.181334110477,235.44836472,199.374079874,0.180937686929,1
0.000251188643151,2598728.81859,1.51974847819,240281021.273,600.18932628,524.847226111,0.143550535129,740.530118897,640.238243312,0.156647742669,1
0.000251188643151,2598728.81859,1.51974847819,5318520249.52,1489.92834572,1330.02861638,0.120222773679,2056.75435354,1804.13108249,0.140024898134,1
0.000251188643151,2598728.81859,1.51974847819,117723228804,3268.79802538,2959.37604555,0.104556492674,5206.48069514,4618.48339609,0.1273139359,1
0.000251188643151,2598728.81859,1.51974847819,2.605754599e+12,6573.61032677,6012.04537249,0.0934066394182,12255.4581798,10967.1950428,0.11746514328,1
0.000251188643151,2598728.81859,1.51974847819,5.7677291892e+13,12398.9848198,11426.0065228,0.0851547121958,27324.89878,24600.9552074,0.11072511411,1
0.00398107170553,2608419.33905,1.5827517773,1001,0.363303754887,0.253327302561,0.434127909684,0.694792277411,0.49254914773,0.410604973357,1
0.00398107170553,2608419.33905,1.5827517773,22156.7177531,5.10927380402,3.91251801366,0.305878665907,8.17353816525,6.44066630527,0.269051644326,1
0.00398107170553,2608419.33905,1.5827517773,490429.711879,34.0705734006,28.1046175338,0.212276714305,43.025942337,36.2512481671,0.186881680287,1
0.00398107170553,2608419.33905,1.5827517773,10855457.2466,139.071597017,120.308712527,0.155956157246,163.137102256,141.183652971,0.155495688225,1
0.00398107170553,2608419.33905,1.5827517773,240281021.273,417.617222806,371.662398044,0.123646688509,514.467862661,453.37475172,0.134751903824,1
0.00398107170553,2608419.33905,1.5827517773,5318520249.52,1039.45377774,941.839073239,0.103642657511,1431.55925572,1277.56735893,0.120535246701,1
0.00398107170553,2608419.33905,1.5827517773,117723228804,2284.65193926,2095.63610721,0.0901949682041,3629.14918615,3270.50716651,0.109659450776,1
0.00398107170553,2608419.33905,1.5827517773,2.605754599e+12,4600.51894181,4257.33640025,0.0806096839174,8552.33681388,7766.24855126,0.101218530083,1
0.00398107170553,2608419.33905,1.5827517773,5.7677291892e+13,8685.95195508,8091.14876304,0.0735128236382,19083.167086,17420.7837094,0.0954252922423,1
0.063095734448,2762003.73806,1.9021155745,1001,0.187934077453,0.14635713722,0.284078665529,0.361259079591,0.28456499743,0.26951340767,0
0.063095734448,2762003.73806,1.9021155745,22156.7177531,2.72220592734,2.26041539942,0.204294541629,4.39444965042,3.72102601142,0.180977944507,0
0.063095734448,2762003.73806,1.9021155745,490429.711879,18.5652316011,16.237141924,0.143380509203,23.5912029165,20.9437705639,0.126406672789,0
0.063095734448,2762003.73806,1.9021155745,10855457.2466,76.8800100232,69.5070707745,0.106074665018,90.1776233392,81.5673441523,0.10556037194,0
0.063095734448,2762003.73806,1.9021155745,240281021.273,232.844082652,214.723971875,0.0843879265971,285.947268514,261.932409492,0.0916834196626,0
0.063095734448,2762003.73806,1.9021155745,5318520249.52,582.713036988,544.137442306,0.0708931084012,798.740637526,738.10086544,0.0821564841954,0
0.063095734448,2762003.73806,1.9021155745,117723228804,1285.53607771,1210.73132744,0.0617847647731,2030.92293026,1889.50050512,0.0748464606143,0
0.063095734448,2762003.73806,1.9021155745,2.605754599e+12,2595.58837565,2459.63053104,0.0552757184013,4797.13748039,4486.86696386,0.0691508170448,0
0.063095734448,2762003.73806,1.9021155745,5.7677291892e+13,4910.40400305,4674.5745832,0.0504493864945,10721.0526519,10064.671301,0.0652163723208,0
1,5196152.42271,4.59626665871,1001,0.0469642761563,0.0434238388809,0.0815321115466,0.0909931427128,0.0844298052984,0.0777372089294,1
1,5196152.42271,4.59626665871,22156.7177531,0.711367670478,0.670660249119,0.060697531146,1.16409975469,1.10402018692,0.0544189032725,1
1,5196152.42271,4.59626665871,490429.711879,5.02665126293,4.81752409337,0.0434096779792,6.45246040546,6.21397040006,0.03837964941,1
1,5196152.42271,4.59626665871,10855457.2466,21.2931393369,20.6225941537,0.0325150743993,24.9814592069,24.2008505884,0.0322554207635,1
1,5196152.42271,4.59626665871,240281021.273,65.3657690209,63.7081275,0.0260193100308,79.9000047174,77.714766519,0.0281186999115,1
1,5196152.42271,4.59626665871,5318520249.52,164.986872266,161.444375536,0.021942521804,224.527397419,218.992894145,0.0252725244602,1
1,5196152.42271,4.59626665871,117723228804,366.108742409,359.221306794,0.0191732380154,573.551622529,560.610620419,0.0230837619529,1
1,5196152.42271,4.59626665871,2.605754599e+12,742.305441089,729.76693802,0.0171815170243,1359.6830723,1331.24350352,0.0213631606102,1
1,5196152.42271,4.59626665871,5.7677291892e+13,1408.71831617,1386.93593899,0.0157053953045,3046.37058357,2986.16571262,0.0201612625497,1
