# r z integrandT integrandL
0.0363078 0.54 0.00235186 0.000137862
0.0386071 0.54 0.00249755 0.00015891
0.0410519 0.54 0.00265188 0.000183027
0.0436516 0.54 0.00281531 0.000210629
0.0464159 0.54 0.0029883 0.000242183
0.0493552 0.54 0.00317131 0.000278212
0.0524807 0.54 0.00336483 0.000319295
0.0558042 0.54 0.00356933 0.00036608
0.0593381 0.54 0.00378529 0.000419281
0.0630957 0.54 0.00401319 0.000479688
0.0670914 0.54 0.00425349 0.00054817
0.07134 0.54 0.00450665 0.000625678
0.0758578 0.54 0.00477309 0.000713247
0.0806616 0.54 0.0050532 0.000812003
0.0857696 0.54 0.00534733 0.000923159
0.0912011 0.54 0.00565577 0.00104801
0.0969765 0.54 0.00597874 0.00118795
0.103118 0.54 0.00631637 0.00134443
0.109648 0.54 0.00666869 0.00151899
0.116591 0.54 0.0070356 0.0017132
0.123975 0.54 0.00741687 0.00192869
0.131826 0.54 0.00781205 0.00216708
0.140174 0.54 0.00822055 0.00242999
0.14905 0.54 0.0086415 0.00271896
0.158489 0.54 0.00907378 0.00303544
0.168526 0.54 0.00951599 0.00338072
0.179198 0.54 0.00996637 0.00375587
0.190546 0.54 0.0104228 0.00416164
0.202613 0.54 0.0108828 0.00459843
0.215443 0.54 0.0113434 0.00506615
0.229087 0.54 0.0118011 0.00556414
0.243594 0.54 0.0122521 0.00609105
0.25902 0.54 0.0126918 0.00664477
0.275423 0.54 0.0131155 0.00722225
0.292864 0.54 0.0135175 0.00781946
0.311411 0.54 0.0138919 0.00843125
0.331131 0.54 0.0142324 0.0090513
0.352101 0.54 0.014532 0.00967206
0.374398 0.54 0.0147838 0.0102847
0.398107 0.54 0.0149804 0.0108793
0.423318 0.54 0.0151146 0.0114446
0.450125 0.54 0.0151792 0.0119685
0.47863 0.54 0.0151676 0.0124382
0.50894 0.54 0.0150738 0.0128403
0.54117 0.54 0.0148926 0.0131616
0.57544 0.54 0.0146203 0.0133892
0.611881 0.54 0.0142546 0.0135113
0.650629 0.54 0.0137953 0.0135177
0.691831 0.54 0.0132442 0.0134004
0.735642 0.54 0.0126055 0.0131546
0.782228 0.54 0.0118861 0.0127788
0.831764 0.54 0.0110954 0.0122756
0.884437 0.54 0.0102454 0.0116522
0.940445 0.54 0.00935036 0.0109199
1 0.54 0.0084265 0.0100948
1.06333 0.54 0.00749141 0.00919671
1.13066 0.54 0.00656336 0.00824857
1.20226 0.54 0.00566048 0.00727557
1.2784 0.54 0.00479991 0.00630371
1.35936 0.54 0.00399686 0.00535837
1.44544 0.54 0.0032639 0.00446284
1.53697 0.54 0.00261022 0.00363693
1.63431 0.54 0.00204128 0.00289587
1.7378 0.54 0.00155865 0.00224952
1.84785 0.54 0.00116018 0.00170211
1.96487 0.54 0.000840473 0.0012525
2.0893 0.54 0.000591596 0.000894857
2.2216 0.54 0.000403926 0.00061972
2.36229 0.54 0.000267073 0.00041533
2.51189 0.54 0.000170725 0.000268933
2.67096 0.54 0.000105342 0.000167981
2.8401 0.54 6.26422e-05 0.000101059
3.01995 0.54 3.5845e-05 5.84697e-05
3.21119 0.54 1.97072e-05 3.24849e-05
3.41455 0.54 1.03939e-05 1.73045e-05
3.63078 0.54 5.25017e-06 8.82376e-06
3.86071 0.54 2.53521e-06 4.29916e-06
4.10519 0.54 1.16789e-06 1.99737e-06
4.36516 0.54 5.12045e-07 8.82796e-07
4.64159 0.54 2.13091e-07 3.70191e-07
4.93552 0.54 8.39177e-08 1.46842e-07
5.24807 0.54 3.11689e-08 5.49141e-08
5.58042 0.54 1.08788e-08 1.92909e-08
5.93381 0.54 3.55413e-09 6.34102e-09
6.30957 0.54 1.0823e-09 1.94216e-09
6.70914 0.54 3.05831e-10 5.51817e-10
7.134 0.54 7.98121e-11 1.44753e-10
7.58578 0.54 1.91386e-11 3.48809e-11
8.06616 0.54 4.19436e-12 7.67977e-12
8.57696 0.54 8.35321e-13 1.53613e-12
9.12011 0.54 1.50255e-13 2.77454e-13
9.69765 0.54 2.42542e-14 4.49609e-14
10.3118 0.54 3.48929e-15 6.49198e-15
10.9648 0.54 4.44126e-16 8.2918e-16
11.6591 0.54 4.9627e-17 9.29563e-17
12.3975 0.54 4.82819e-18 9.07157e-18
13.1826 0.54 4.05404e-19 7.6392e-19
14.0174 0.54 2.91054e-20 5.49949e-20
14.905 0.54 1.769e-21 3.35117e-21
15.8489 0.54 9.00658e-23 1.71036e-22
16.8526 0.54 3.79837e-24 7.22972e-24
17.9198 0.54 1.31115e-25 2.50102e-25
19.0546 0.54 3.65775e-27 6.99138e-27
20.2613 0.54 8.13615e-29 1.55812e-28
21.5443 0.54 1.42244e-30 2.72899e-30
22.9087 0.54 1.92499e-32 3.69946e-32
24.3594 0.54 1.98409e-34 3.81915e-34
25.902 0.54 1.53086e-36 2.95119e-36
27.5423 0.54 8.68126e-39 1.67596e-38
29.2864 0.54 3.54841e-41 6.85958e-41
31.1411 0.54 1.02395e-43 1.98194e-43
33.1131 0.54 2.04052e-46 3.9543e-46
35.2101 0.54 2.74304e-49 5.32167e-49
37.4398 0.54 2.4262e-52 4.71195e-52
39.8107 0.54 1.37502e-55 2.67308e-55
42.3318 0.54 4.85435e-59 9.44585e-59
45.0125 0.54 1.03604e-62 2.01776e-62
47.863 0.54 1.2948e-66 2.52379e-66
50.894 0.54 9.15976e-71 1.78679e-70
54.117 0.54 3.53812e-75 6.90686e-75
57.544 0.54 7.18162e-80 1.40291e-79
61.1881 0.54 7.35423e-85 1.43756e-84
65.0629 0.54 3.6383e-90 7.11628e-90
69.1831 0.54 8.30416e-96 1.62518e-95
73.5642 0.54 8.3263e-102 1.63039e-101
78.2228 0.54 3.48132e-108 6.82033e-108
83.1764 0.54 5.74269e-115 1.1256e-114
88.4437 0.54 3.52358e-122 6.90954e-122
94.0445 0.54 7.55357e-130 1.48184e-129
100 0.54 5.29293e-138 1.03877e-137

1e-06 0.55 6.57708e-08 3.39104e-11
1.06333e-06 0.55 6.9929e-08 3.60543e-11
1.13066e-06 0.55 7.43712e-08 3.83446e-11
1.20226e-06 0.55 7.90706e-08 4.07676e-11
1.2784e-06 0.55 8.40736e-08 4.33471e-11
1.35936e-06 0.55 8.94055e-08 4.60961e-11
1.44544e-06 0.55 9.50605e-08 4.90118e-11
1.53697e-06 0.55 1.01086e-07 5.21185e-11
1.63431e-06 0.55 1.07494e-07 5.54225e-11
1.7378e-06 0.55 1.14291e-07 5.89269e-11
1.84785e-06 0.55 1.21532e-07 6.266e-11
1.96487e-06 0.55 1.29232e-07 6.66304e-11
2.0893e-06 0.55 1.37418e-07 7.08507e-11
2.2216e-06 0.55 1.46115e-07 7.53352e-11
2.36229e-06 0.55 1.5537e-07 8.0107e-11
2.51189e-06 0.55 1.65205e-07 8.51777e-11
2.67096e-06 0.55 1.75667e-07 9.05721e-11
2.8401e-06 0.55 1.86793e-07 9.63083e-11
3.01995e-06 0.55 1.98623e-07 1.02408e-10
3.21119e-06 0.55 2.11198e-07 1.08892e-10
3.41455e-06 0.55 2.24576e-07 1.1579e-10
3.63078e-06 0.55 2.38798e-07 1.23122e-10
3.86071e-06 0.55 2.53919e-07 1.30919e-10
4.10519e-06 0.55 2.69998e-07 1.3921e-10
4.36516e-06 0.55 2.87096e-07 1.48026e-10
4.64159e-06 0.55 3.05278e-07 1.57401e-10
4.93552e-06 0.55 3.24611e-07 1.6737e-10
5.24807e-06 0.55 3.45167e-07 1.77969e-10
5.58042e-06 0.55 3.67025e-07 1.8924e-10
5.93381e-06 0.55 3.90268e-07 2.01225e-10
6.30957e-06 0.55 4.14982e-07 2.13969e-10
6.70914e-06 0.55 4.41261e-07 2.27519e-10
7.134e-06 0.55 4.69204e-07 2.41929e-10
7.58578e-06 0.55 4.98916e-07 2.57251e-10
8.06616e-06 0.55 5.30512e-07 2.73545e-10
8.57696e-06 0.55 5.64107e-07 2.9087e-10
9.12011e-06 0.55 5.99829e-07 3.09293e-10
9.69765e-06 0.55 6.37816e-07 3.28884e-10
1.03118e-05 0.55 6.78206e-07 3.49715e-10
1.09648e-05 0.55 7.21155e-07 3.71867e-10
1.16591e-05 0.55 7.66822e-07 3.95422e-10
1.23975e-05 0.55 8.15383e-07 4.20471e-10
1.31826e-05 0.55 8.67018e-07 4.47107e-10
1.40174e-05 0.55 9.21923e-07 4.75432e-10
1.4905e-05 0.55 9.80306e-07 5.05552e-10
1.58489e-05 0.55 1.04239e-06 5.37583e-10
1.68526e-05 0.55 1.1084e-06 5.71644e-10
1.79198e-05 0.55 1.17859e-06 6.07866e-10
1.90546e-05 0.55 1.25322e-06 6.46386e-10
2.02613e-05 0.55 1.33258e-06 6.87349e-10
2.15443e-05 0.55 1.41697e-06 7.30913e-10
2.29087e-05 0.55 1.50671e-06 7.77243e-10
2.43594e-05 0.55 1.60212e-06 8.26514e-10
2.5902e-05 0.55 1.70358e-06 8.78915e-10
2.75423e-05 0.55 1.81146e-06 9.34647e-10
2.92864e-05 0.55 1.92617e-06 9.9392e-10
3.11411e-05 0.55 2.04815e-06 1.05696e-09
3.31131e-05 0.55 2.17785e-06 1.12402e-09
3.52101e-05 0.55 2.31577e-06 1.19534e-09
3.74398e-05 0.55 2.46242e-06 1.27121e-09
3.98107e-05 0.55 2.61835e-06 1.35191e-09
4.23318e-05 0.55 2.78416e-06 1.43776e-09
4.50125e-05 0.55 2.96048e-06 1.5291e-09
4.7863e-05 0.55 3.14795e-06 1.62627e-09
5.0894e-05 0.55 3.3473e-06 1.72965e-09
5.4117e-05 0.55 3.55928e-06 1.83966e-09
5.7544e-05 0.55 3.78467e-06 1.95672e-09
6.11881e-05 0.55 4.02434e-06 2.0813e-09
6.50629e-05 0.55 4.27919e-06 2.21389e-09
6.91831e-05 0.55 4.55018e-06 2.35502e-09
7.35642e-05 0.55 4.83832e-06 2.50527e-09
7.82228e-05 0.55 5.14472e-06 2.66524e-09
8.31764e-05 0.55 5.47052e-06 2.83558e-09
8.84437e-05 0.55 5.81694e-06 3.01699e-09
9.40445e-05 0.55 6.18531e-06 3.21024e-09
0.0001 0.55 6.57701e-06 3.41613e-09
0.000106333 0.55 6.9935e-06 3.63554e-09
0.000113066 0.55 7.43638e-06 3.86941e-09
0.000120226 0.55 7.9073e-06 4.11876e-09
0.00012784 0.55 8.40804e-06 4.3847e-09
0.000135936 0.55 8.94049e-06 4.66842e-09
0.000144544 0.55 9.50666e-06 4.97122e-09
0.000153697 0.55 1.01087e-05 5.29451e-09
0.000163431 0.55 1.07488e-05 5.63983e-09
0.00017378 0.55 1.14295e-05 6.00887e-09
0.000184785 0.55 1.21533e-05 6.40346e-09
0.000196487 0.55 1.29229e-05 6.82561e-09
0.00020893 0.55 1.37413e-05 7.27754e-09
0.00022216 0.55 1.46115e-05 7.7617e-09
0.000236229 0.55 1.55368e-05 8.28078e-09
0.000251189 0.55 1.65207e-05 8.83776e-09
0.000267096 0.55 1.75669e-05 9.43596e-09
0.00028401 0.55 1.86793e-05 1.00791e-08
0.000301995 0.55 1.98622e-05 1.07712e-08
0.000321119 0.55 2.112e-05 1.1517e-08
0.000341455 0.55 2.24575e-05 1.23216e-08
0.000363078 0.55 2.38796e-05 1.31908e-08
0.000386071 0.55 2.53918e-05 1.41312e-08
0.000410519 0.55 2.69998e-05 1.51502e-08
0.000436516 0.55 2.87096e-05 1.62562e-08
0.000464159 0.55 3.05276e-05 1.74587e-08
0.000493552 0.55 3.24608e-05 1.87687e-08
0.000524807 0.55 3.45164e-05 2.01986e-08
0.000558042 0.55 3.67022e-05 2.17625e-08
0.000593381 0.55 3.90264e-05 2.34768e-08
0.000630957 0.55 4.14978e-05 2.53602e-08
0.000670914 0.55 4.41257e-05 2.74341e-08
0.0007134 0.55 4.692e-05 2.97233e-08
0.000758578 0.55 4.98912e-05 3.22564e-08
0.000806616 0.55 5.30505e-05 3.50666e-08
0.000857696 0.55 5.641e-05 3.81919e-08
0.000912011 0.55 5.99821e-05 4.16768e-08
0.000969765 0.55 6.37805e-05 4.55725e-08
0.00103118 0.55 6.78193e-05 4.99389e-08
0.00109648 0.55 7.21139e-05 5.4845e-08
0.00116591 0.55 7.66805e-05 6.03716e-08
0.00123975 0.55 8.15361e-05 6.66125e-08
0.00131826 0.55 8.66993e-05 7.36768e-08
0.00140174 0.55 9.21893e-05 8.16919e-08
0.0014905 0.55 9.8027e-05 9.08059e-08
0.00158489 0.55 0.000104234 1.01192e-07
0.00168526 0.55 0.000110834 1.13052e-07
0.00179198 0.55 0.000117853 1.2662e-07
0.00190546 0.55 0.000125315 1.42173e-07
0.00202613 0.55 0.00013325 1.60029e-07
0.00215443 0.55 0.000141687 1.80565e-07
0.00229087 0.55 0.000150658 2.04215e-07
0.00243594 0.55 0.000160197 2.31491e-07
0.0025902 0.55 0.00017034 2.62988e-07
0.00275423 0.55 0.000181125 2.994e-07
0.00292864 0.55 0.000192592 3.41539e-07
0.00311411 0.55 0.000204785 3.90352e-07
0.00331131 0.55 0.00021775 4.46942e-07
0.00352101 0.55 0.000231535 5.12599e-07
0.00374398 0.55 0.000246192 5.88825e-07
0.00398107 0.55 0.000261776 6.77373e-07
0.00423318 0.55 0.000278346 7.80285e-07
0.00450125 0.55 0.000295964 8.99942e-07
0.0047863 0.55 0.000314696 1.03912e-06
0.0050894 0.55 0.000334612 1.20104e-06
0.0054117 0.55 0.000355787 1.38946e-06
0.0057544 0.55 0.0003783 1.60877e-06
0.00611881 0.55 0.000402235 1.86404e-06
0.00650629 0.55 0.000427683 2.16119e-06
0.00691831 0.55 0.000454737 2.50709e-06
0.00735642 0.55 0.000483499 2.90972e-06
0.00782228 0.55 0.000514076 3.37834e-06
0.00831764 0.55 0.000546581 3.9237e-06
0.00884437 0.55 0.000581136 4.55825e-06
0.00940445 0.55 0.000617868 5.29642e-06
0.01 0.55 0.000656913 6.15493e-06
0.0106333 0.55 0.000698416 7.15311e-06
0.0113066 0.55 0.000742528 8.3133e-06
0.0120226 0.55 0.000789413 9.66136e-06
0.012784 0.55 0.000839242 1.12271e-05
0.0135936 0.55 0.000892197 1.30449e-05
0.0144544 0.55 0.000948469 1.51544e-05
0.0153697 0.55 0.00100826 1.76012e-05
0.0163431 0.55 0.0010718 2.0438e-05
0.017378 0.55 0.00113929 2.37249e-05
0.0184785 0.55 0.00121099 2.75314e-05
0.0196487 0.55 0.00128716 3.19369e-05
0.020893 0.55 0.00136804 3.70324e-05
0.022216 0.55 0.00145394 4.29221e-05
0.0236229 0.55 0.00154515 4.9725e-05
0.0251189 0.55 0.00164197 5.7577e-05
0.0267096 0.55 0.00174474 6.66329e-05
0.028401 0.55 0.0018538 7.70688e-05
0.0301995 0.55 0.0019695 8.90848e-05
0.0321119 0.55 0.00209224 0.000102908
0.0341455 0.55 0.00222239 0.000118796
0.0363078 0.55 0.00236036 0.000137038
0.0386071 0.55 0.00250658 0.000157964
0.0410519 0.55 0.00266148 0.000181941
0.0436516 0.55 0.00282552 0.000209384
0.0464159 0.55 0.00299915 0.000240758
0.0493552 0.55 0.00318284 0.000276581
0.0524807 0.55 0.00337709 0.000317432
0.0558042 0.55 0.00358235 0.000363954
0.0593381 0.55 0.00379913 0.000416858
0.0630957 0.55 0.0040279 0.000476932
0.0670914 0.55 0.00426913 0.000545038
0.07134 0.55 0.00452326 0.000622125
0.0758578 0.55 0.00479074 0.000709223
0.0806616 0.55 0.00507195 0.000807453
0.0857696 0.55 0.00536724 0.000918023
0.0912011 0.55 0.00567691 0.00104223
0.0969765 0.55 0.00600118 0.00118144
0.103118 0.55 0.00634019 0.00133713
0.109648 0.55 0.00669397 0.00151081
0.116591 0.55 0.00706242 0.00170407
0.123975 0.55 0.00744531 0.00191851
0.131826 0.55 0.00784221 0.00215577
0.140174 0.55 0.00825251 0.00241744
0.14905 0.55 0.00867536 0.00270509
0.158489 0.55 0.00910963 0.00302016
0.168526 0.55 0.00955393 0.00336394
0.179198 0.55 0.0100065 0.00373749
0.190546 0.55 0.0104652 0.0041416
0.202613 0.55 0.0109276 0.00457666
0.215443 0.55 0.0113906 0.00504259
0.229087 0.55 0.0118509 0.00553877
0.243594 0.55 0.0123045 0.00606386
0.25902 0.55 0.0127469 0.00661576
0.275423 0.55 0.0131733 0.00719148
0.292864 0.55 0.0135781 0.00778701
0.311411 0.55 0.0139554 0.00839725
0.331131 0.55 0.0142986 0.00901592
0.352101 0.55 0.014601 0.00963551
0.374398 0.55 0.0148555 0.0102473
0.398107 0.55 0.0150547 0.0108413
0.423318 0.55 0.0151914 0.0114064
0.450125 0.55 0.0152583 0.0119305
0.47863 0.55 0.0152487 0.0124008
0.50894 0.55 0.0151566 0.0128041
0.54117 0.55 0.0149768 0.0131271
0.57544 0.55 0.0147055 0.0133568
0.611881 0.55 0.0143403 0.0134816
0.650629 0.55 0.013881 0.013491
0.691831 0.55 0.0133292 0.0133773
0.735642 0.55 0.0126893 0.0131353
0.782228 0.55 0.011968 0.0127635
0.831764 0.55 0.0111748 0.0122646
0.884437 0.55 0.0103216 0.0116453
0.940445 0.55 0.00942266 0.0109171
1 0.55 0.00849436 0.0100957
1.06333 0.55 0.00755431 0.00920089
1.13066 0.55 0.00662087 0.00825555
1.20226 0.55 0.0057123 0.00728477
1.2784 0.55 0.00484586 0.00631447
1.35936 0.55 0.00403691 0.00537004
1.44544 0.55 0.00329816 0.00447478
1.53697 0.55 0.00263895 0.0036486
1.63431 0.55 0.00206486 0.0029068
1.7378 0.55 0.00157756 0.00225935
1.84785 0.55 0.00117497 0.00171064
1.96487 0.55 0.000851746 0.00125963
2.0893 0.55 0.000599948 0.000900592
2.2216 0.55 0.000409932 0.000624167
2.36229 0.55 0.000271258 0.000418649
2.51189 0.55 0.000173546 0.000271315
2.67096 0.55 0.000107179 0.000169624
2.8401 0.55 6.37952e-05 0.000102146
3.01995 0.55 3.65418e-05 5.91599e-05
3.21119 0.55 2.0112e-05 3.29044e-05
3.41455 0.55 1.06196e-05 1.75484e-05
3.63078 0.55 5.37076e-06 8.95925e-06
3.86071 0.55 2.59682e-06 4.37093e-06
4.10519 0.55 1.19793e-06 2.03356e-06
4.36516 0.55 5.25994e-07 9.00129e-07
4.64159 0.55 2.1924e-07 3.78058e-07
4.93552 0.55 8.64836e-08 1.50215e-07
5.24807 0.55 3.2179e-08 5.6276e-08
5.58042 0.55 1.12527e-08 1.9807e-08
5.93381 0.55 3.68367e-09 6.52384e-09
6.30957 0.55 1.12415e-09 2.00245e-09
6.70914 0.55 3.18381e-10 5.70249e-10
7.134 0.55 8.32886e-11 1.49952e-10
7.58578 0.55 2.00237e-11 3.62272e-11
8.06616 0.55 4.40039e-12 7.99813e-12
8.57696 0.55 8.7891e-13 1.60449e-12
9.12011 0.55 1.58587e-13 2.90703e-13
9.69765 0.55 2.56835e-14 4.72636e-14
10.3118 0.55 3.70789e-15 6.84848e-15
10.9648 0.55 4.73712e-16 8.77985e-16
11.6591 0.55 5.31432e-17 9.8819e-17
12.3975 0.55 5.19212e-18 9.68449e-18
13.1826 0.55 4.37921e-19 8.19203e-19
14.0174 0.55 3.15901e-20 5.92569e-20
14.905 0.55 1.92977e-21 3.62925e-21
15.8489 0.55 9.87825e-23 1.8623e-22
16.8526 0.55 4.18993e-24 7.91727e-24
17.9198 0.55 1.45516e-25 2.75562e-25
19.0546 0.55 4.08589e-27 7.75323e-27
20.2613 0.55 9.15133e-29 1.73987e-28
21.5443 0.55 1.61169e-30 3.06973e-30
22.9087 0.55 2.19818e-32 4.19395e-32
24.3594 0.55 2.28452e-34 4.36569e-34
25.902 0.55 1.77826e-36 3.4034e-36
27.5423 0.55 1.01792e-38 1.95097e-38
29.2864 0.55 4.20235e-41 8.06515e-41
31.1411 0.55 1.22557e-43 2.3551e-43
33.1131 0.55 2.46999e-46 4.75205e-46
35.2101 0.55 3.3604e-49 6.47239e-49
37.4398 0.55 3.01036e-52 5.80432e-52
39.8107 0.55 1.72935e-55 3.3377e-55
42.3318 0.55 6.19387e-59 1.19656e-58
45.0125 0.55 1.34233e-62 2.59546e-62
47.863 0.55 1.70513e-66 3.29968e-66
50.894 0.55 1.22733e-70 2.37693e-70
54.117 0.55 4.82892e-75 9.35882e-75
57.544 0.55 9.9955e-80 1.93855e-79
61.1881 0.55 1.04511e-84 2.02823e-84
65.0629 0.55 5.28615e-90 1.0265e-89
69.1831 0.55 1.23527e-95 2.40012e-95
73.5642 0.55 1.26996e-101 2.46887e-101
78.2228 0.55 5.45312e-108 1.06065e-107
83.1764 0.55 9.25357e-115 1.80072e-114
88.4437 0.55 5.85128e-122 1.13915e-121
94.0445 0.55 1.29514e-129 2.52252e-129
100 0.55 9.3895e-138 1.8295e-137

1e-06 0.56 6.60574e-08 3.39104e-11
1.06333e-06 0.56 7.02337e-08 3.60543e-11
1.13066e-06 0.56 7.46952e-08 3.83446e-11
1.20226e-06 0.56 7.9415e-08 4.07676e-11
1.2784e-06 0.56 8.44399e-08 4.33471e-11
1.35936e-06 0.56 8.9795e-08 4.60961e-11
1.44544e-06 0.56 9.54746e-08 4.90118e-11
1.53697e-06 0.56 1.01527e-07 5.21185e-11
1.63431e-06 0.56 1.07963e-07 5.54225e-11
1.7378e-06 0.56 1.14789e-07 5.89269e-11
1.84785e-06 0.56 1.22061e-07 6.266e-11
1.96487e-06 0.56 1.29795e-07 6.66304e-11
2.0893e-06 0.56 1.38016e-07 7.08507e-11
2.2216e-06 0.56 1.46752e-07 7.53352e-11
2.36229e-06 0.56 1.56047e-07 8.0107e-11
2.51189e-06 0.56 1.65925e-07 8.51777e-11
2.67096e-06 0.56 1.76433e-07 9.05721e-11
2.8401e-06 0.56 1.87606e-07 9.63083e-11
3.01995e-06 0.56 1.99489e-07 1.02408e-10
3.21119e-06 0.56 2.12118e-07 1.08892e-10
3.41455e-06 0.56 2.25555e-07 1.1579e-10
3.63078e-06 0.56 2.39838e-07 1.23122e-10
3.86071e-06 0.56 2.55025e-07 1.30919e-10
4.10519e-06 0.56 2.71174e-07 1.3921e-10
4.36516e-06 0.56 2.88347e-07 1.48026e-10
4.64159e-06 0.56 3.06608e-07 1.57401e-10
4.93552e-06 0.56 3.26026e-07 1.6737e-10
5.24807e-06 0.56 3.46671e-07 1.77969e-10
5.58042e-06 0.56 3.68624e-07 1.8924e-10
5.93381e-06 0.56 3.91969e-07 2.01225e-10
6.30957e-06 0.56 4.1679e-07 2.13968e-10
6.70914e-06 0.56 4.43183e-07 2.27519e-10
7.134e-06 0.56 4.71248e-07 2.41929e-10
7.58578e-06 0.56 5.0109e-07 2.57251e-10
8.06616e-06 0.56 5.32823e-07 2.73545e-10
8.57696e-06 0.56 5.66564e-07 2.9087e-10
9.12011e-06 0.56 6.02442e-07 3.09292e-10
9.69765e-06 0.56 6.40595e-07 3.28884e-10
1.03118e-05 0.56 6.8116e-07 3.49715e-10
1.09648e-05 0.56 7.24297e-07 3.71867e-10
1.16591e-05 0.56 7.70163e-07 3.95422e-10
1.23975e-05 0.56 8.18935e-07 4.2047e-10
1.31826e-05 0.56 8.70795e-07 4.47106e-10
1.40174e-05 0.56 9.2594e-07 4.75431e-10
1.4905e-05 0.56 9.84577e-07 5.05551e-10
1.58489e-05 0.56 1.04693e-06 5.37581e-10
1.68526e-05 0.56 1.11322e-06 5.71642e-10
1.79198e-05 0.56 1.18372e-06 6.07864e-10
1.90546e-05 0.56 1.25868e-06 6.46384e-10
2.02613e-05 0.56 1.33839e-06 6.87347e-10
2.15443e-05 0.56 1.42315e-06 7.30911e-10
2.29087e-05 0.56 1.51327e-06 7.7724e-10
2.43594e-05 0.56 1.6091e-06 8.2651e-10
2.5902e-05 0.56 1.711e-06 8.78911e-10
2.75423e-05 0.56 1.81935e-06 9.34641e-10
2.92864e-05 0.56 1.93456e-06 9.93913e-10
3.11411e-05 0.56 2.05707e-06 1.05696e-09
3.31131e-05 0.56 2.18734e-06 1.12401e-09
3.52101e-05 0.56 2.32586e-06 1.19533e-09
3.74398e-05 0.56 2.47314e-06 1.27119e-09
3.98107e-05 0.56 2.62976e-06 1.3519e-09
4.23318e-05 0.56 2.79629e-06 1.43774e-09
4.50125e-05 0.56 2.97337e-06 1.52907e-09
4.7863e-05 0.56 3.16167e-06 1.62624e-09
5.0894e-05 0.56 3.36188e-06 1.72962e-09
5.4117e-05 0.56 3.57478e-06 1.83962e-09
5.7544e-05 0.56 3.80116e-06 1.95667e-09
6.11881e-05 0.56 4.04187e-06 2.08124e-09
6.50629e-05 0.56 4.29783e-06 2.21383e-09
6.91831e-05 0.56 4.57e-06 2.35495e-09
7.35642e-05 0.56 4.8594e-06 2.50518e-09
7.82228e-05 0.56 5.16713e-06 2.66513e-09
8.31764e-05 0.56 5.49435e-06 2.83545e-09
8.84437e-05 0.56 5.84229e-06 3.01684e-09
9.40445e-05 0.56 6.21226e-06 3.21006e-09
0.0001 0.56 6.60566e-06 3.41592e-09
0.000106333 0.56 7.02397e-06 3.63529e-09
0.000113066 0.56 7.46877e-06 3.86911e-09
0.000120226 0.56 7.94175e-06 4.11841e-09
0.00012784 0.56 8.44467e-06 4.38428e-09
0.000135936 0.56 8.97944e-06 4.66792e-09
0.000144544 0.56 9.54808e-06 4.97063e-09
0.000153697 0.56 1.01527e-05 5.29382e-09
0.000163431 0.56 1.07957e-05 5.63902e-09
0.00017378 0.56 1.14793e-05 6.0079e-09
0.000184785 0.56 1.22063e-05 6.40231e-09
0.000196487 0.56 1.29792e-05 6.82425e-09
0.00020893 0.56 1.38012e-05 7.27594e-09
0.00022216 0.56 1.46751e-05 7.7598e-09
0.000236229 0.56 1.56045e-05 8.27853e-09
0.000251189 0.56 1.65926e-05 8.8351e-09
0.000267096 0.56 1.76434e-05 9.43282e-09
0.00028401 0.56 1.87607e-05 1.00754e-08
0.000301995 0.56 1.99487e-05 1.07668e-08
0.000321119 0.56 2.1212e-05 1.15118e-08
0.000341455 0.56 2.25553e-05 1.23154e-08
0.000363078 0.56 2.39836e-05 1.31835e-08
0.000386071 0.56 2.55024e-05 1.41226e-08
0.000410519 0.56 2.71174e-05 1.514e-08
0.000436516 0.56 2.88346e-05 1.62441e-08
0.000464159 0.56 3.06606e-05 1.74445e-08
0.000493552 0.56 3.26022e-05 1.87519e-08
0.000524807 0.56 3.46668e-05 2.01788e-08
0.000558042 0.56 3.68621e-05 2.17391e-08
0.000593381 0.56 3.91964e-05 2.34492e-08
0.000630957 0.56 4.16786e-05 2.53275e-08
0.000670914 0.56 4.43179e-05 2.73955e-08
0.0007134 0.56 4.71244e-05 2.96778e-08
0.000758578 0.56 5.01085e-05 3.22027e-08
0.000806616 0.56 5.32817e-05 3.50032e-08
0.000857696 0.56 5.66557e-05 3.81171e-08
0.000912011 0.56 6.02434e-05 4.15886e-08
0.000969765 0.56 6.40583e-05 4.54685e-08
0.00103118 0.56 6.81148e-05 4.98162e-08
0.00109648 0.56 7.24281e-05 5.47004e-08
0.00116591 0.56 7.70145e-05 6.02012e-08
0.00123975 0.56 8.18914e-05 6.64117e-08
0.00131826 0.56 8.7077e-05 7.34402e-08
0.00140174 0.56 9.25909e-05 8.14132e-08
0.0014905 0.56 9.8454e-05 9.04777e-08
0.00158489 0.56 0.000104688 1.00805e-07
0.00168526 0.56 0.000111317 1.12597e-07
0.00179198 0.56 0.000118366 1.26085e-07
0.00190546 0.56 0.000125861 1.41543e-07
0.00202613 0.56 0.00013383 1.59288e-07
0.00215443 0.56 0.000142304 1.79693e-07
0.00229087 0.56 0.000151315 2.03191e-07
0.00243594 0.56 0.000160895 2.30287e-07
0.0025902 0.56 0.000171082 2.61572e-07
0.00275423 0.56 0.000181914 2.97737e-07
0.00292864 0.56 0.000193431 3.39586e-07
0.00311411 0.56 0.000205678 3.88058e-07
0.00331131 0.56 0.000218699 4.4425e-07
