# r z integrandT integrandL
2.51189 0.010001 0.0596678 0.00104879
2.67096 0.010001 0.0539959 0.000984224
2.8401 0.010001 0.0483223 0.000912338
3.01995 0.010001 0.04277 0.000835441
3.21119 0.010001 0.0374473 0.000755902
3.41455 0.010001 0.0324422 0.000675971
3.63078 0.010001 0.0278184 0.000597632
3.86071 0.010001 0.0236149 0.000522507
4.10519 0.010001 0.0198483 0.000451816
4.36516 0.010001 0.016517 0.000386397
4.64159 0.010001 0.0136053 0.000326754
4.93552 0.010001 0.0110887 0.000273122
5.24807 0.010001 0.00893735 0.000225533
5.58042 0.010001 0.00711861 0.000183863
5.93381 0.010001 0.00559894 0.000147872
6.30957 0.010001 0.00434483 0.000117227
6.70914 0.010001 0.00332354 9.15246e-05
7.134 0.010001 0.00250362 7.03077e-05
7.58578 0.010001 0.00185537 5.30868e-05
8.06616 0.010001 0.00135116 3.93572e-05
8.57696 0.010001 0.000965811 2.86169e-05
9.12011 0.010001 0.000676787 2.03824e-05
9.69765 0.010001 0.000464316 1.42024e-05
10.3118 0.010001 0.000311438 9.66829e-06
10.9648 0.010001 0.000203929 6.42072e-06
11.6591 0.010001 0.000130154 4.15328e-06
12.3975 0.010001 8.08298e-05 2.6125e-06
13.1826 0.010001 4.8759e-05 1.5952e-06
14.0174 0.010001 2.85157e-05 9.43761e-07
14.905 0.010001 1.61357e-05 5.39923e-07
15.8489 0.010001 8.8153e-06 2.98064e-07
16.8526 0.010001 4.63927e-06 1.58423e-07
17.9198 0.010001 2.34627e-06 8.08768e-08
19.0546 0.010001 1.13739e-06 3.95569e-08
20.2613 0.010001 5.27062e-07 1.84859e-08
21.5443 0.010001 2.32798e-07 8.23064e-09
22.9087 0.010001 9.77075e-08 3.48075e-09
24.3594 0.010001 3.88407e-08 1.39363e-09
25.902 0.010001 1.4573e-08 5.26454e-10
27.5423 0.010001 5.14172e-09 1.86945e-10
29.2864 0.010001 1.69928e-09 6.216e-11
31.1411 0.010001 5.23847e-10 1.9273e-11
33.1131 0.010001 1.49969e-10 5.54765e-12
35.2101 0.010001 3.96835e-11 1.47554e-12
37.4398 0.010001 9.65725e-12 3.6083e-13
39.8107 0.010001 2.1499e-12 8.06977e-14
42.3318 0.010001 4.35356e-13 1.64123e-14
45.0125 0.010001 7.9711e-14 3.01732e-15
47.863 0.010001 1.31117e-14 4.98243e-16
50.894 0.010001 1.92447e-15 7.33969e-17
54.117 0.010001 2.50227e-16 9.57624e-18
57.544 0.010001 2.86013e-17 1.09814e-18
61.1881 0.010001 2.85046e-18 1.09778e-19
65.0629 0.010001 2.45552e-19 9.48419e-21
69.1831 0.010001 1.81158e-20 7.01614e-22
73.5642 0.010001 1.13341e-21 4.40094e-23
78.2228 0.010001 5.95109e-23 2.31635e-24
83.1764 0.010001 2.59331e-24 1.01171e-25
88.4437 0.010001 9.26899e-26 3.62383e-27
94.0445 0.010001 2.68332e-27 1.05121e-28
100 0.010001 6.20833e-29 2.4368e-30

1e-06 0.020001 1.25134e-07 3.39103e-11
1.06333e-06 0.020001 1.33045e-07 3.60542e-11
1.13066e-06 0.020001 1.41496e-07 3.83445e-11
1.20226e-06 0.020001 1.50437e-07 4.07675e-11
1.2784e-06 0.020001 1.59956e-07 4.33469e-11
1.35936e-06 0.020001 1.701e-07 4.6096e-11
1.44544e-06 0.020001 1.80859e-07 4.90116e-11
1.53697e-06 0.020001 1.92324e-07 5.21183e-11
1.63431e-06 0.020001 2.04515e-07 5.54222e-11
1.7378e-06 0.020001 2.17447e-07 5.89266e-11
1.84785e-06 0.020001 2.31223e-07 6.26597e-11
1.96487e-06 0.020001 2.45874e-07 6.663e-11
2.0893e-06 0.020001 2.61447e-07 7.08502e-11
2.2216e-06 0.020001 2.77995e-07 7.53346e-11
2.36229e-06 0.020001 2.95603e-07 8.01063e-11
2.51189e-06 0.020001 3.14314e-07 8.51769e-11
2.67096e-06 0.020001 3.34219e-07 9.05711e-11
2.8401e-06 0.020001 3.55386e-07 9.63072e-11
3.01995e-06 0.020001 3.77895e-07 1.02407e-10
3.21119e-06 0.020001 4.01819e-07 1.0889e-10
3.41455e-06 0.020001 4.27272e-07 1.15788e-10
3.63078e-06 0.020001 4.5433e-07 1.2312e-10
3.86071e-06 0.020001 4.83098e-07 1.30916e-10
4.10519e-06 0.020001 5.1369e-07 1.39206e-10
4.36516e-06 0.020001 5.4622e-07 1.48022e-10
4.64159e-06 0.020001 5.80813e-07 1.57396e-10
4.93552e-06 0.020001 6.17596e-07 1.67364e-10
5.24807e-06 0.020001 6.56704e-07 1.77962e-10
5.58042e-06 0.020001 6.98291e-07 1.89232e-10
5.93381e-06 0.020001 7.42513e-07 2.01216e-10
6.30957e-06 0.020001 7.89532e-07 2.13958e-10
6.70914e-06 0.020001 8.39529e-07 2.27507e-10
7.134e-06 0.020001 8.92694e-07 2.41914e-10
7.58578e-06 0.020001 9.49223e-07 2.57233e-10
8.06616e-06 0.020001 1.00934e-06 2.73523e-10
8.57696e-06 0.020001 1.07325e-06 2.90844e-10
9.12011e-06 0.020001 1.14122e-06 3.09262e-10
9.69765e-06 0.020001 1.21349e-06 3.28848e-10
1.03118e-05 0.020001 1.29033e-06 3.49672e-10
1.09648e-05 0.020001 1.37205e-06 3.71816e-10
1.16591e-05 0.020001 1.45893e-06 3.95361e-10
1.23975e-05 0.020001 1.55132e-06 4.20398e-10
1.31826e-05 0.020001 1.64956e-06 4.47021e-10
1.40174e-05 0.020001 1.75402e-06 4.75329e-10
1.4905e-05 0.020001 1.8651e-06 5.0543e-10
1.58489e-05 0.020001 1.98321e-06 5.37438e-10
1.68526e-05 0.020001 2.1088e-06 5.71472e-10
1.79198e-05 0.020001 2.24234e-06 6.07661e-10
1.90546e-05 0.020001 2.38435e-06 6.46143e-10
2.02613e-05 0.020001 2.53534e-06 6.87061e-10
2.15443e-05 0.020001 2.69589e-06 7.3057e-10
2.29087e-05 0.020001 2.86661e-06 7.76835e-10
2.43594e-05 0.020001 3.04815e-06 8.2603e-10
2.5902e-05 0.020001 3.24117e-06 8.7834e-10
2.75423e-05 0.020001 3.44643e-06 9.33963e-10
2.92864e-05 0.020001 3.66468e-06 9.93108e-10
3.11411e-05 0.020001 3.89675e-06 1.056e-09
3.31131e-05 0.020001 4.14352e-06 1.12287e-09
3.52101e-05 0.020001 4.40591e-06 1.19398e-09
3.74398e-05 0.020001 4.68492e-06 1.26959e-09
3.98107e-05 0.020001 4.9816e-06 1.34999e-09
4.23318e-05 0.020001 5.29707e-06 1.43549e-09
4.50125e-05 0.020001 5.63252e-06 1.52639e-09
4.7863e-05 0.020001 5.9892e-06 1.62306e-09
5.0894e-05 0.020001 6.36848e-06 1.72584e-09
5.4117e-05 0.020001 6.77177e-06 1.83514e-09
5.7544e-05 0.020001 7.20061e-06 1.95136e-09
6.11881e-05 0.020001 7.6566e-06 2.07494e-09
6.50629e-05 0.020001 8.14146e-06 2.20634e-09
6.91831e-05 0.020001 8.65703e-06 2.34607e-09
7.35642e-05 0.020001 9.20525e-06 2.49465e-09
7.82228e-05 0.020001 9.78819e-06 2.65263e-09
8.31764e-05 0.020001 1.0408e-05 2.82063e-09
8.84437e-05 0.020001 1.10671e-05 2.99927e-09
9.40445e-05 0.020001 1.1768e-05 3.18922e-09
0.0001 0.020001 1.25132e-05 3.3912e-09
0.000106333 0.020001 1.33056e-05 3.60598e-09
0.000113066 0.020001 1.41482e-05 3.83437e-09
0.000120226 0.020001 1.50442e-05 4.07722e-09
0.00012784 0.020001 1.59969e-05 4.33546e-09
0.000135936 0.020001 1.70099e-05 4.61006e-09
0.000144544 0.020001 1.80871e-05 4.90206e-09
0.000153697 0.020001 1.92325e-05 5.21256e-09
0.000163431 0.020001 2.04504e-05 5.54274e-09
0.00017378 0.020001 2.17455e-05 5.89384e-09
0.000184785 0.020001 2.31226e-05 6.2672e-09
0.000196487 0.020001 2.45868e-05 6.66422e-09
0.00020893 0.020001 2.61438e-05 7.08642e-09
0.00022216 0.020001 2.77994e-05 7.53537e-09
0.000236229 0.020001 2.95599e-05 8.0128e-09
0.000251189 0.020001 3.14318e-05 8.52051e-09
0.000267096 0.020001 3.34223e-05 9.06041e-09
0.00028401 0.020001 3.55388e-05 9.63457e-09
0.000301995 0.020001 3.77893e-05 1.02452e-08
0.000321119 0.020001 4.01824e-05 1.08945e-08
0.000341455 0.020001 4.2727e-05 1.15851e-08
0.000363078 0.020001 4.54327e-05 1.23195e-08
0.000386071 0.020001 4.83098e-05 1.31006e-08
0.000410519 0.020001 5.13691e-05 1.39313e-08
0.000436516 0.020001 5.46222e-05 1.48148e-08
0.000464159 0.020001 5.80812e-05 1.57545e-08
0.000493552 0.020001 6.17593e-05 1.6754e-08
0.000524807 0.020001 6.56703e-05 1.78171e-08
0.000558042 0.020001 6.98289e-05 1.8948e-08
0.000593381 0.020001 7.4251e-05 2.01509e-08
0.000630957 0.020001 7.8953e-05 2.14306e-08
0.000670914 0.020001 8.39528e-05 2.27919e-08
0.0007134 0.020001 8.92693e-05 2.42402e-08
0.000758578 0.020001 9.49224e-05 2.57812e-08
0.000806616 0.020001 0.000100933 2.74208e-08
0.000857696 0.020001 0.000107325 2.91655e-08
0.000912011 0.020001 0.000114122 3.10223e-08
0.000969765 0.020001 0.000121349 3.29984e-08
0.00103118 0.020001 0.000129033 3.51017e-08
0.00109648 0.020001 0.000137204 3.73407e-08
0.00116591 0.020001 0.000145893 3.97245e-08
0.00123975 0.020001 0.000155132 4.22627e-08
0.00131826 0.020001 0.000164956 4.49657e-08
0.00140174 0.020001 0.000175402 4.78447e-08
0.0014905 0.020001 0.000186509 5.09117e-08
0.00158489 0.020001 0.00019832 5.41798e-08
0.00168526 0.020001 0.000210879 5.76627e-08
0.00179198 0.020001 0.000224233 6.13755e-08
0.00190546 0.020001 0.000238433 6.53346e-08
0.00202613 0.020001 0.000253532 6.95573e-08
0.00215443 0.020001 0.000269587 7.40629e-08
0.00229087 0.020001 0.000286659 7.88719e-08
0.00243594 0.020001 0.000304812 8.40068e-08
0.0025902 0.020001 0.000324114 8.94921e-08
0.00275423 0.020001 0.000344639 9.53543e-08
0.00292864 0.020001 0.000366463 1.01623e-07
0.00311411 0.020001 0.000389669 1.08329e-07
0.00331131 0.020001 0.000414345 1.15509e-07
0.00352101 0.020001 0.000440583 1.232e-07
0.00374398 0.020001 0.000468482 1.31445e-07
0.00398107 0.020001 0.000498148 1.40291e-07
0.00423318 0.020001 0.000529693 1.4979e-07
0.00450125 0.020001 0.000563235 1.59999e-07
0.0047863 0.020001 0.0005989 1.70984e-07
0.0050894 0.020001 0.000636824 1.82814e-07
0.0054117 0.020001 0.000677148 1.95571e-07
0.0057544 0.020001 0.000720026 2.09343e-07
0.00611881 0.020001 0.000765618 2.24231e-07
0.00650629 0.020001 0.000814097 2.40349e-07
0.00691831 0.020001 0.000865645 2.57823e-07
0.00735642 0.020001 0.000920455 2.76799e-07
0.00782228 0.020001 0.000978736 2.97438e-07
0.00831764 0.020001 0.0010407 3.19928e-07
0.00884437 0.020001 0.0011066 3.44477e-07
0.00940445 0.020001 0.00117666 3.71326e-07
0.01 0.020001 0.00125115 4.00747e-07
0.0106333 0.020001 0.00133036 4.33054e-07
0.0113066 0.020001 0.00141458 4.68602e-07
0.0120226 0.020001 0.00150413 5.07801e-07
0.012784 0.020001 0.00159935 5.5112e-07
0.0135936 0.020001 0.00170059 5.99095e-07
0.0144544 0.020001 0.00180823 6.52345e-07
0.0153697 0.020001 0.00192268 7.11579e-07
0.0163431 0.020001 0.00204436 7.77616e-07
0.017378 0.020001 0.00217373 8.51396e-07
0.0184785 0.020001 0.00231128 9.34002e-07
0.0196487 0.020001 0.00245753 1.02668e-06
0.020893 0.020001 0.002613 1.13088e-06
0.022216 0.020001 0.0027783 1.24826e-06
0.0236229 0.020001 0.00295403 1.38073e-06
0.0251189 0.020001 0.00314085 1.5305e-06
0.0267096 0.020001 0.00333946 1.70012e-06
0.028401 0.020001 0.00355058 1.89254e-06
0.0301995 0.020001 0.00377501 2.11115e-06
0.0321119 0.020001 0.00401357 2.35985e-06
0.0341455 0.020001 0.00426715 2.64317e-06
0.0363078 0.020001 0.00453667 2.9663e-06
0.0386071 0.020001 0.00482313 3.33523e-06
0.0410519 0.020001 0.00512757 3.75687e-06
0.0436516 0.020001 0.00545111 4.23916e-06
0.0464159 0.020001 0.00579491 4.79124e-06
0.0493552 0.020001 0.00616022 5.42363e-06
0.0524807 0.020001 0.00654836 6.1484e-06
0.0558042 0.020001 0.00696071 6.97941e-06
0.0593381 0.020001 0.00739873 7.93257e-06
0.0630957 0.020001 0.00786397 9.02612e-06
0.0670914 0.020001 0.00835806 1.02809e-05
0.07134 0.020001 0.00888272 1.17209e-05
0.0758578 0.020001 0.00943973 1.33733e-05
0.0806616 0.020001 0.010031 1.52692e-05
0.0857696 0.020001 0.0106585 1.74442e-05
0.0912011 0.020001 0.0113243 1.99387e-05
0.0969765 0.020001 0.0120306 2.27986e-05
0.103118 0.020001 0.0127796 2.6076e-05
0.109648 0.020001 0.0135737 2.98299e-05
0.116591 0.020001 0.0144153 3.41271e-05
0.123975 0.020001 0.0153069 3.90429e-05
0.131826 0.020001 0.016251 4.46621e-05
0.140174 0.020001 0.0172504 5.108e-05
0.14905 0.020001 0.0183076 5.84035e-05
0.158489 0.020001 0.0194254 6.67518e-05
0.168526 0.020001 0.0206064 7.6258e-05
0.179198 0.020001 0.0218534 8.70699e-05
0.190546 0.020001 0.0231689 9.93509e-05
0.202613 0.020001 0.0245554 0.000113281
0.215443 0.020001 0.0260154 0.000129059
0.229087 0.020001 0.0275509 0.000146901
0.243594 0.020001 0.0291639 0.00016704
0.25902 0.020001 0.0308558 0.000189732
0.275423 0.020001 0.0326276 0.000215248
0.292864 0.020001 0.0344799 0.000243877
0.311411 0.020001 0.0364124 0.000275923
0.331131 0.020001 0.0384241 0.000311705
0.352101 0.020001 0.0405129 0.000351549
0.374398 0.020001 0.0426756 0.000395784
0.398107 0.020001 0.0449074 0.000444737
0.423318 0.020001 0.0472021 0.000498723
0.450125 0.020001 0.0495515 0.000558034
0.47863 0.020001 0.0519454 0.000622925
0.50894 0.020001 0.0543711 0.000693599
0.54117 0.020001 0.056813 0.000770187
0.57544 0.020001 0.059253 0.000852729
0.611881 0.020001 0.0616694 0.000941147
0.650629 0.020001 0.0640371 0.00103522
0.691831 0.020001 0.0663275 0.00113454
0.735642 0.020001 0.0685081 0.00123853
0.782228 0.020001 0.0705428 0.00134634
0.831764 0.020001 0.072392 0.00145687
0.884437 0.020001 0.0740129 0.00156876
0.940445 0.020001 0.07536 0.00168031
1 0.020001 0.0763865 0.00178955
1.06333 0.020001 0.0770447 0.00189419
1.13066 0.020001 0.0772884 0.00199168
1.20226 0.020001 0.0770742 0.00207925
1.2784 0.020001 0.0763643 0.00215401
1.35936 0.020001 0.0751286 0.00221305
1.44544 0.020001 0.0733477 0.00225355
1.53697 0.020001 0.0710157 0.00227299
1.63431 0.020001 0.0681426 0.00226931
1.7378 0.020001 0.0647566 0.00224112
1.84785 0.020001 0.0609047 0.00218782
1.96487 0.020001 0.0566536 0.00210984
2.0893 0.020001 0.0520873 0.00200862
2.2216 0.020001 0.0473048 0.00188671
2.36229 0.020001 0.042415 0.00174763
2.51189 0.020001 0.0375306 0.00159569
2.67096 0.020001 0.0327617 0.00143573
2.8401 0.020001 0.028208 0.00127274
3.01995 0.020001 0.0239537 0.00111154
3.21119 0.020001 0.020062 0.000956412
3.41455 0.020001 0.0165733 0.00081086
3.63078 0.020001 0.0135057 0.000677442
3.86071 0.020001 0.0108569 0.000557755
4.10519 0.020001 0.00860855 0.000452506
4.36516 0.020001 0.00673081 0.000361663
4.64159 0.020001 0.00518693 0.000284633
4.93552 0.020001 0.00393703 0.000220439
5.24807 0.020001 0.00294086 0.000167864
5.58042 0.020001 0.00215975 0.000125568
5.93381 0.020001 0.00155768 9.217e-05
6.30957 0.020001 0.001102 6.63106e-05
6.70914 0.020001 0.000763774 4.67001e-05
7.134 0.020001 0.000517889 3.21528e-05
7.58578 0.020001 0.000343061 2.16108e-05
8.06616 0.020001 0.000221669 1.41585e-05
8.57696 0.020001 0.000139486 9.02751e-06
9.12011 0.020001 8.53287e-05 5.59216e-06
9.69765 0.020001 5.06529e-05 3.35944e-06
10.3118 0.020001 2.91211e-05 1.95341e-06
10.9648 0.020001 1.61811e-05 1.09715e-06
11.6591 0.020001 8.67054e-06 5.93942e-07
12.3975 0.020001 4.46998e-06 3.09183e-07
13.1826 0.020001 2.2116e-06 1.54388e-07
14.0174 0.020001 1.04737e-06 7.37556e-08
14.905 0.020001 4.7344e-07 3.36165e-08
15.8489 0.020001 2.0366e-07 1.45746e-08
16.8526 0.020001 8.31079e-08 5.99177e-09
17.9198 0.020001 3.20635e-08 2.32796e-09
19.0546 0.020001 1.16534e-08 8.51738e-10
20.2613 0.020001 3.97479e-09 2.92348e-10
21.5443 0.020001 1.26717e-09 9.37571e-11
22.9087 0.020001 3.75959e-10 2.79741e-11
24.3594 0.020001 1.03335e-10 7.72991e-12
25.902 0.020001 2.61843e-11 1.96857e-12
27.5423 0.020001 6.08517e-12 4.59671e-13
29.2864 0.020001 1.2899e-12 9.78763e-14
31.1411 0.020001 2.4794e-13 1.88934e-14
33.1131 0.020001 4.29484e-14 3.28586e-15
35.2101 0.020001 6.6602e-15 5.11481e-16
37.4398 0.020001 9.18152e-16 7.07629e-17
39.8107 0.020001 1.11682e-16 8.63647e-18
42.3318 0.020001 1.18917e-17 9.22521e-19
45.0125 0.020001 1.09909e-18 8.5519e-20
47.863 0.020001 8.73859e-20 6.81866e-21
50.894 0.020001 5.9201e-21 4.63173e-22
54.117 0.020001 3.38287e-22 2.65332e-23
57.544 0.020001 1.61296e-23 1.26811e-24
61.1881 0.020001 6.34393e-25 4.99872e-26
65.0629 0.020001 2.03325e-26 1.60548e-27
69.1831 0.020001 5.24185e-28 4.14723e-29
73.5642 0.020001 1.07214e-29 8.49835e-31
78.2228 0.020001 1.71442e-31 1.36133e-32
83.1764 0.020001 2.11013e-33 1.67833e-34
88.4437 0.020001 1.96619e-35 1.56628e-36
94.0445 0.020001 1.36272e-37 1.08715e-38
100 0.020001 6.89464e-40 5.50803e-41

1e-06 0.0300009 1.22659e-07 3.39103e-11
1.06333e-06 0.0300009 1.30414e-07 3.60542e-11
1.13066e-06 0.0300009 1.38698e-07 3.83445e-11
1.20226e-06 0.0300009 1.47462e-07 4.07675e-11
1.2784e-06 0.0300009 1.56793e-07 4.33469e-11
1.35936e-06 0.0300009 1.66737e-07 4.6096e-11
1.44544e-06 0.0300009 1.77283e-07 4.90116e-11
1.53697e-06 0.0300009 1.8852e-07 5.21183e-11
1.63431e-06 0.0300009 2.00471e-07 5.54222e-11
1.7378e-06 0.0300009 2.13147e-07 5.89266e-11
1.84785e-06 0.0300009 2.2665e-07 6.26597e-11
1.96487e-06 0.0300009 2.41011e-07 6.663e-11
2.0893e-06 0.0300009 2.56276e-07 7.08502e-11
2.2216e-06 0.0300009 2.72497e-07 7.53346e-11
2.36229e-06 0.0300009 2.89757e-07 8.01063e-11
2.51189e-06 0.0300009 3.08099e-07 8.51769e-11
2.67096e-06 0.0300009 3.2761e-07 9.05711e-11
2.8401e-06 0.0300009 3.48358e-07 9.63072e-11
3.01995e-06 0.0300009 3.70422e-07 1.02407e-10
3.21119e-06 0.0300009 3.93873e-07 1.0889e-10
3.41455e-06 0.0300009 4.18823e-07 1.15788e-10
3.63078e-06 0.0300009 4.45345e-07 1.2312e-10
3.86071e-06 0.0300009 4.73545e-07 1.30916e-10
4.10519e-06 0.0300009 5.03532e-07 1.39206e-10
4.36516e-06 0.0300009 5.35419e-07 1.48022e-10
4.64159e-06 0.0300009 5.69327e-07 1.57396e-10
4.93552e-06 0.0300009 6.05383e-07 1.67364e-10
5.24807e-06 0.0300009 6.43718e-07 1.77962e-10
5.58042e-06 0.0300009 6.84483e-07 1.89232e-10
5.93381e-06 0.0300009 7.2783e-07 2.01216e-10
6.30957e-06 0.0300009 7.73919e-07 2.13958e-10
6.70914e-06 0.0300009 8.22928e-07 2.27507e-10
7.134e-06 0.0300009 8.75041e-07 2.41914e-10
7.58578e-06 0.0300009 9.30452e-07 2.57233e-10
8.06616e-06 0.0300009 9.89376e-07 2.73523e-10
8.57696e-06 0.0300009 1.05203e-06 2.90845e-10
9.12011e-06 0.0300009 1.11865e-06 3.09262e-10
9.69765e-06 0.0300009 1.18949e-06 3.28848e-10
1.03118e-05 0.0300009 1.26482e-06 3.49672e-10
1.09648e-05 0.0300009 1.34492e-06 3.71816e-10
1.16591e-05 0.0300009 1.43008e-06 3.95362e-10
1.23975e-05 0.0300009 1.52065e-06 4.20399e-10
1.31826e-05 0.0300009 1.61694e-06 4.47021e-10
1.40174e-05 0.0300009 1.71934e-06 4.7533e-10
1.4905e-05 0.0300009 1.82822e-06 5.05432e-10
1.58489e-05 0.0300009 1.94399e-06 5.37439e-10
1.68526e-05 0.0300009 2.0671e-06 5.71473e-10
1.79198e-05 0.0300009 2.198e-06 6.07663e-10
1.90546e-05 0.0300009 2.33719e-06 6.46145e-10
2.02613e-05 0.0300009 2.4852e-06 6.87063e-10
2.15443e-05 0.0300009 2.64258e-06 7.30573e-10
2.29087e-05 0.0300009 2.80993e-06 7.76839e-10
2.43594e-05 0.0300009 2.98787e-06 8.26034e-10
2.5902e-05 0.0300009 3.17708e-06 8.78345e-10
2.75423e-05 0.0300009 3.37827e-06 9.33969e-10
2.92864e-05 0.0300009 3.59221e-06 9.93116e-10
3.11411e-05 0.0300009 3.81969e-06 1.05601e-09
3.31131e-05 0.0300009 4.06158e-06 1.12288e-09
3.52101e-05 0.0300009 4.31878e-06 1.19399e-09
3.74398e-05 0.0300009 4.59228e-06 1.26961e-09
3.98107e-05 0.0300009 4.88309e-06 1.35001e-09
4.23318e-05 0.0300009 5.19232e-06 1.43551e-09
4.50125e-05 0.0300009 5.52113e-06 1.52642e-09
4.7863e-05 0.0300009 5.87077e-06 1.62309e-09
5.0894e-05 0.0300009 6.24254e-06 1.72588e-09
5.4117e-05 0.0300009 6.63786e-06 1.83518e-09
5.7544e-05 0.0300009 7.05821e-06 1.95141e-09
6.11881e-05 0.0300009 7.50519e-06 2.07499e-09
6.50629e-05 0.0300009 7.98046e-06 2.20641e-09
6.91831e-05 0.0300009 8.48584e-06 2.34615e-09
7.35642e-05 0.0300009 9.02322e-06 2.49474e-09
7.82228e-05 0.0300009 9.59463e-06 2.65275e-09
8.31764e-05 0.0300009 1.02022e-05 2.82077e-09
8.84437e-05 0.0300009 1.08483e-05 2.99943e-09
9.40445e-05 0.0300009 1.15353e-05 3.18941e-09
0.0001 0.0300009 1.22658e-05 3.39143e-09
0.000106333 0.0300009 1.30425e-05 3.60625e-09
0.000113066 0.0300009 1.38685e-05 3.83469e-09
0.000120226 0.0300009 1.47467e-05 4.07761e-09
0.00012784 0.0300009 1.56806e-05 4.33592e-09
0.000135936 0.0300009 1.66736e-05 4.6106e-09
0.000144544 0.0300009 1.77294e-05 4.9027e-09
0.000153697 0.0300009 1.88522e-05 5.21333e-09
0.000163431 0.0300009 2.0046e-05 5.54365e-09
0.00017378 0.0300009 2.13155e-05 5.89492e-09
0.000184785 0.0300009 2.26653e-05 6.26848e-09
0.000196487 0.0300009 2.41006e-05 6.66574e-09
0.00020893 0.0300009 2.56268e-05 7.08822e-09
0.00022216 0.0300009 2.72497e-05 7.53751e-09
0.000236229 0.0300009 2.89753e-05 8.01533e-09
0.000251189 0.0300009 3.08102e-05 8.52351e-09
0.000267096 0.0300009 3.27613e-05 9.06397e-09
0.00028401 0.0300009 3.4836e-05 9.63879e-09
0.000301995 0.0300009 3.7042e-05 1.02502e-08
0.000321119 0.0300009 3.93878e-05 1.09004e-08
0.000341455 0.0300009 4.18821e-05 1.15921e-08
0.000363078 0.0300009 4.45343e-05 1.23278e-08
0.000386071 0.0300009 4.73545e-05 1.31104e-08
0.000410519 0.0300009 5.03533e-05 1.3943e-08
0.000436516 0.0300009 5.3542e-05 1.48287e-08
0.000464159 0.0300009 5.69326e-05 1.57709e-08
0.000493552 0.0300009 6.0538e-05 1.67734e-08
0.000524807 0.0300009 6.43716e-05 1.78401e-08
0.000558042 0.0300009 6.84481e-05 1.89752e-08
0.000593381 0.0300009 7.27826e-05 2.01832e-08
0.000630957 0.0300009 7.73917e-05 2.14687e-08
0.000670914 0.0300009 8.22926e-05 2.28371e-08
0.0007134 0.0300009 8.75039e-05 2.42937e-08
0.000758578 0.0300009 9.30452e-05 2.58445e-08
0.000806616 0.0300009 9.89375e-05 2.74957e-08
0.000857696 0.0300009 0.000105203 2.92542e-08
0.000912011 0.0300009 0.000111865 3.11271e-08
0.000969765 0.0300009 0.000118949 3.31224e-08
0.00103118 0.0300009 0.000126481 3.52484e-08
0.00109648 0.0300009 0.000134491 3.75142e-08
0.00116591 0.0300009 0.000143008 3.99295e-08
0.00123975 0.0300009 0.000152064 4.25051e-08
0.00131826 0.0300009 0.000161694 4.52522e-08
0.00140174 0.0300009 0.000171933 4.81833e-08
0.0014905 0.0300009 0.000182821 5.13119e-08
0.00158489 0.0300009 0.000194398 5.46525e-08
0.00168526 0.0300009 0.000206709 5.82211e-08
0.00179198 0.0300009 0.000219799 6.20351e-08
0.00190546 0.0300009 0.000233717 6.61135e-08
0.00202613 0.0300009 0.000248518 7.0477e-08
0.00215443 0.0300009 0.000264255 7.51486e-08
0.00229087 0.0300009 0.000280989 8.01534e-08
0.00243594 0.0300009 0.000298783 8.55191e-08
0.0025902 0.0300009 0.000317703 9.12764e-08
0.00275423 0.0300009 0.000337822 9.74593e-08
0.00292864 0.0300009 0.000359214 1.04106e-07
0.00311411 0.0300009 0.000381961 1.11257e-07
0.00331131 0.0300009 0.000406148 1.18961e-07
0.00352101 0.0300009 0.000431867 1.27269e-07
0.00374398 0.0300009 0.000459214 1.36241e-07
0.00398107 0.0300009 0.000488293 1.45943e-07
0.00423318 0.0300009 0.000519212 1.56448e-07
0.00450125 0.0300009 0.00055209 1.67842e-07
0.0047863 0.0300009 0.000587049 1.8022e-07
0.0050894 0.0300009 0.000624221 1.93688e-07
0.0054117 0.0300009 0.000663746 2.0837e-07
0.0057544 0.0300009 0.000705774 2.24406e-07
0.00611881 0.0300009 0.000750462 2.41954e-07
0.00650629 0.0300009 0.000797979 2.61196e-07
0.00691831 0.0300009 0.000848504 2.8234e-07
0.00735642 0.0300009 0.000902227 3.05623e-07
0.00782228 0.0300009 0.000959349 3.31319e-07
0.00831764 0.0300009 0.00102009 3.59741e-07
0.00884437 0.0300009 0.00108467 3.9125e-07
0.00940445 0.0300009 0.00115334 4.2626e-07
0.01 0.0300009 0.00122635 4.65249e-07
0.0106333 0.0300009 0.00130398 5.08767e-07
0.0113066 0.0300009 0.00138652 5.57451e-07
0.0120226 0.0300009 0.00147428 6.12033e-07
0.012784 0.0300009 0.0015676 6.7336e-07
0.0135936 0.0300009 0.00166681 7.4241e-07
0.0144544 0.0300009 0.00177229 8.20315e-07
0.0153697 0.0300009 0.00188444 9.08381e-07
0.0163431 0.0300009 0.00200368 1.00812e-06
0.017378 0.0300009 0.00213045 1.12128e-06
0.0184785 0.0300009 0.00226522 1.24988e-06
0.0196487 0.0300009 0.00240851 1.39627e-06
0.020893 0.0300009 0.00256083 1.56313e-06
0.022216 0.0300009 0.00272277 1.7536e-06
0.0236229 0.0300009 0.00289491 1.9713e-06
0.0251189 0.0300009 0.00307791 2.22038e-06
0.0267096 0.0300009 0.00327243 2.50568e-06
0.028401 0.0300009 0.00347919 2.83276e-06
0.0301995 0.0300009 0.00369897 3.20805e-06
0.0321119 0.0300009 0.00393255 3.63897e-06
