# r z psiT2 psiL2
0.116591 0.57 0.0259607 0.00611272
0.123975 0.57 0.0227727 0.00572686
0.131826 0.57 0.01996 0.00535528
0.140174 0.57 0.0174792 0.00499791
0.14905 0.57 0.015292 0.00465471
0.158489 0.57 0.0133644 0.00432564
0.168526 0.57 0.0116663 0.00401063
0.179198 0.57 0.0101713 0.0037096
0.190546 0.57 0.00885583 0.00342248
0.202613 0.57 0.00769907 0.00314916
0.215443 0.57 0.00668265 0.00288955
0.229087 0.57 0.0057903 0.0026435
0.243594 0.57 0.00500761 0.00241087
0.25902 0.57 0.00432183 0.0021915
0.275423 0.57 0.00372167 0.0019852
0.292864 0.57 0.00319714 0.00179175
0.311411 0.57 0.00273938 0.00161093
0.331131 0.57 0.00234055 0.00144246
0.352101 0.57 0.0019937 0.00128607
0.374398 0.57 0.00169267 0.00114143
0.398107 0.57 0.001432 0.00100821
0.423318 0.57 0.00120684 0.000886019
0.450125 0.57 0.0010129 0.000774468
0.47863 0.57 0.000846351 0.000673125
0.50894 0.57 0.000703815 0.000581536
0.54117 0.57 0.000582281 0.000499221
0.57544 0.57 0.000479077 0.00042568
0.611881 0.57 0.00039183 0.00036039
0.650629 0.57 0.000318435 0.000302816
0.691831 0.57 0.000257022 0.00025241
0.735642 0.57 0.000205936 0.000208615
0.782228 0.57 0.00016371 0.000170874
0.831764 0.57 0.00012905 0.000138631
0.884437 0.57 0.000100813 0.00011134
0.940445 0.57 7.79975e-05 8.84659e-05
1 0.57 5.97244e-05 6.94955e-05
1.06333 0.57 4.52292e-05 5.39372e-05
1.13066 0.57 3.38494e-05 4.13285e-05
1.20226 0.57 2.50146e-05 3.12392e-05
1.2784 0.57 1.82379e-05 2.32741e-05
1.35936 0.57 1.31067e-05 1.70759e-05
1.44544 0.57 9.27524e-06 1.23259e-05
1.53697 0.57 6.4569e-06 8.74466e-06
1.63431 0.57 4.41682e-06 6.09097e-06
1.7378 0.57 2.96535e-06 4.16059e-06
1.84785 0.57 1.95157e-06 2.78369e-06
1.96487 0.57 1.25736e-06 1.8219e-06
2.0893 0.57 7.9194e-07 1.16484e-06
2.2216 0.57 4.86899e-07 7.26456e-07
2.36229 0.57 2.9175e-07 4.41248e-07
2.51189 0.57 1.7009e-07 2.60595e-07
2.67096 0.57 9.63093e-08 1.49381e-07
2.8401 0.57 5.28632e-08 8.29575e-08
3.01995 0.57 2.80711e-08 4.45435e-08
3.21119 0.57 1.43898e-08 2.3076e-08
3.41455 0.57 7.10483e-09 1.15082e-08
3.63078 0.57 3.37057e-09 5.51164e-09
3.86071 0.57 1.53246e-09 2.52859e-09
4.10519 0.57 6.6592e-10 1.10821e-09
4.36516 0.57 2.75768e-10 4.62654e-10
4.64159 0.57 1.08496e-10 1.83424e-10
4.93552 0.57 4.04208e-11 6.88336e-11
5.24807 0.57 1.42104e-11 2.43662e-11
5.58042 0.57 4.69687e-12 8.10613e-12
5.93381 0.57 1.45379e-12 2.52451e-12
6.30957 0.57 4.19627e-13 7.32938e-13
6.70914 0.57 1.12451e-13 1.97496e-13
7.134 0.57 2.78452e-14 4.91589e-14
7.58578 0.57 6.33922e-15 1.12466e-14
8.06616 0.57 1.31977e-15 2.35234e-15
8.57696 0.57 2.49845e-16 4.47277e-16
9.12011 0.57 4.2749e-17 7.68476e-17
9.69765 0.57 6.56866e-18 1.18544e-17
10.3118 0.57 9.00233e-19 1.63064e-18
10.9648 0.57 1.09246e-19 1.98574e-19
11.6591 0.57 1.16487e-20 2.12433e-20
12.3975 0.57 1.08245e-21 1.98014e-21
13.1826 0.57 8.68962e-23 1.59426e-22
14.0174 0.57 5.97075e-24 1.09846e-23
14.905 0.57 3.47702e-25 6.41343e-25
15.8489 0.57 1.69816e-26 3.13998e-26
16.8526 0.57 6.8786e-28 1.27483e-27
17.9198 0.57 2.2836e-29 4.24146e-29
19.0546 0.57 6.13567e-31 1.14195e-30
20.2613 0.57 1.31644e-32 2.45487e-32
21.5443 0.57 2.22357e-34 4.15401e-34
22.9087 0.57 2.91221e-36 5.44985e-36
24.3594 0.57 2.91016e-38 5.45483e-38
25.902 0.57 2.18118e-40 4.09466e-40
27.5423 0.57 1.20402e-42 2.26351e-42
29.2864 0.57 4.80093e-45 9.03773e-45
31.1411 0.57 1.35462e-47 2.55332e-47
33.1131 0.57 2.64606e-50 4.99352e-50
35.2101 0.57 3.49584e-53 6.60462e-53
37.4398 0.57 3.04731e-56 5.76334e-56
39.8107 0.57 1.70709e-59 3.23182e-59
42.3318 0.57 5.97598e-63 1.13242e-62
45.0125 0.57 1.26894e-66 2.40671e-66
47.863 0.57 1.58343e-70 3.00568e-70
50.894 0.57 1.12269e-74 2.13278e-74
54.117 0.57 4.36396e-79 8.29635e-79
57.544 0.57 8.95209e-84 1.70307e-83
61.1881 0.57 9.30706e-89 1.77176e-88
65.0629 0.57 4.69733e-94 8.94768e-94
69.1831 0.57 1.09942e-99 2.09544e-99
73.5642 0.57 1.13663e-105 2.16753e-105
78.2228 0.57 4.92878e-112 9.40392e-112
83.1764 0.57 8.48456e-119 1.6196e-118
88.4437 0.57 5.46863e-126 1.04437e-125
94.0445 0.57 1.24014e-133 2.36936e-133
100 0.57 9.26132e-142 1.77014e-141

1e-06 0.58 3.84217e+08 195083
1.06333e-06 0.58 3.39815e+08 172538
1.13066e-06 0.58 3.00545e+08 152599
1.20226e-06 0.58 2.65813e+08 134964
1.2784e-06 0.58 2.35095e+08 119368
1.35936e-06 0.58 2.07926e+08 105573
1.44544e-06 0.58 1.83898e+08 93372.7
1.53697e-06 0.58 1.62646e+08 82582.2
1.63431e-06 0.58 1.4385e+08 73038.8
1.7378e-06 0.58 1.27226e+08 64598.2
1.84785e-06 0.58 1.12523e+08 57133
1.96487e-06 0.58 9.95198e+07 50530.6
2.0893e-06 0.58 8.80189e+07 44691.1
2.2216e-06 0.58 7.78472e+07 39526.5
2.36229e-06 0.58 6.88509e+07 34958.7
2.51189e-06 0.58 6.08942e+07 30918.8
2.67096e-06 0.58 5.38571e+07 27345.7
2.8401e-06 0.58 4.76332e+07 24185.6
3.01995e-06 0.58 4.21285e+07 21390.6
3.21119e-06 0.58 3.726e+07 18918.7
3.41455e-06 0.58 3.29541e+07 16732.4
3.63078e-06 0.58 2.91458e+07 14798.8
3.86071e-06 0.58 2.57776e+07 13088.6
4.10519e-06 0.58 2.27987e+07 11576.1
4.36516e-06 0.58 2.0164e+07 10238.3
4.64159e-06 0.58 1.78338e+07 9055.18
4.93552e-06 0.58 1.57728e+07 8008.76
5.24807e-06 0.58 1.39501e+07 7083.27
5.58042e-06 0.58 1.23379e+07 6264.73
5.93381e-06 0.58 1.09121e+07 5540.78
6.30957e-06 0.58 9.65108e+06 4900.49
6.70914e-06 0.58 8.53577e+06 4334.2
7.134e-06 0.58 7.54935e+06 3833.35
7.58578e-06 0.58 6.67692e+06 3390.38
8.06616e-06 0.58 5.90531e+06 2998.6
8.57696e-06 0.58 5.22287e+06 2652.1
9.12011e-06 0.58 4.6193e+06 2345.63
9.69765e-06 0.58 4.08548e+06 2074.59
1.03118e-05 0.58 3.61335e+06 1834.86
1.09648e-05 0.58 3.19577e+06 1622.84
1.16591e-05 0.58 2.82646e+06 1435.33
1.23975e-05 0.58 2.49982e+06 1269.48
1.31826e-05 0.58 2.21094e+06 1122.79
1.40174e-05 0.58 1.95543e+06 993.062
1.4905e-05 0.58 1.72946e+06 878.322
1.58489e-05 0.58 1.52959e+06 776.842
1.68526e-05 0.58 1.35283e+06 687.089
1.79198e-05 0.58 1.19649e+06 607.707
1.90546e-05 0.58 1.05822e+06 537.499
2.02613e-05 0.58 935929 475.405
2.15443e-05 0.58 827770 420.486
2.29087e-05 0.58 732110 371.913
2.43594e-05 0.58 647504 328.953
2.5902e-05 0.58 572677 290.958
2.75423e-05 0.58 506496 257.353
2.92864e-05 0.58 447964 227.631
3.11411e-05 0.58 396195 201.344
3.31131e-05 0.58 350410 178.095
3.52101e-05 0.58 309915 157.532
3.74398e-05 0.58 274100 139.345
3.98107e-05 0.58 242424 123.26
4.23318e-05 0.58 214409 109.033
4.50125e-05 0.58 189631 96.4501
4.7863e-05 0.58 167717 85.3212
5.0894e-05 0.58 148335 75.4781
5.4117e-05 0.58 131193 66.7723
5.7544e-05 0.58 116032 59.0723
6.11881e-05 0.58 102623 52.262
6.50629e-05 0.58 90763.1 46.2384
6.91831e-05 0.58 80274.2 40.9107
7.35642e-05 0.58 70997.4 36.1985
7.82228e-05 0.58 62792.7 32.0307
8.31764e-05 0.58 55536.2 28.3442
8.84437e-05 0.58 49118.2 25.0836
9.40445e-05 0.58 43442 22.1995
0.0001 0.58 38421.6 19.6486
0.000106333 0.58 33981.5 17.3922
0.000113066 0.58 30054.5 15.3964
0.000120226 0.58 26581.3 13.631
0.00012784 0.58 23509.5 12.0694
0.000135936 0.58 20792.6 10.6881
0.000144544 0.58 18389.8 9.46617
0.000153697 0.58 16264.6 8.38527
0.000163431 0.58 14385 7.42909
0.00017378 0.58 12722.6 6.5832
0.000184785 0.58 11252.3 5.83488
0.000196487 0.58 9951.97 5.17283
0.00020893 0.58 8801.89 4.5871
0.00022216 0.58 7784.71 4.06886
0.000236229 0.58 6885.08 3.61033
0.000251189 0.58 6089.41 3.20459
0.000267096 0.58 5385.7 2.84555
0.00028401 0.58 4763.31 2.52782
0.000301995 0.58 4212.84 2.24662
0.000321119 0.58 3725.99 1.99773
0.000341455 0.58 3295.4 1.77742
0.000363078 0.58 2914.57 1.5824
0.000386071 0.58 2577.75 1.40973
0.000410519 0.58 2279.86 1.25683
0.000436516 0.58 2016.39 1.12144
0.000464159 0.58 1783.37 1.00151
0.000493552 0.58 1577.28 0.895268
0.000524807 0.58 1395 0.801134
0.000558042 0.58 1233.79 0.717709
0.000593381 0.58 1091.21 0.643756
0.000630957 0.58 965.101 0.578183
0.000670914 0.58 853.57 0.520022
0.0007134 0.58 754.928 0.46842
0.000758578 0.58 667.685 0.422618
0.000806616 0.58 590.524 0.381949
0.000857696 0.58 522.281 0.345822
0.000912011 0.58 461.923 0.313711
0.000969765 0.58 408.541 0.285156
0.00103118 0.58 361.328 0.259747
0.00109648 0.58 319.571 0.237121
0.00116591 0.58 282.639 0.216959
0.00123975 0.58 249.976 0.198977
0.00131826 0.58 221.087 0.182925
0.00140174 0.58 195.537 0.168582
0.0014905 0.58 172.939 0.155751
0.00158489 0.58 152.953 0.14426
0.00168526 0.58 135.277 0.133954
0.00179198 0.58 119.643 0.1247
0.00190546 0.58 105.816 0.116376
0.00202613 0.58 93.5869 0.108877
0.00215443 0.58 82.7711 0.102109
0.00229087 0.58 73.2051 0.0959888
0.00243594 0.58 64.7447 0.0904435
0.0025902 0.58 57.2619 0.0854081
0.00275423 0.58 50.6439 0.0808251
0.00292864 0.58 44.7908 0.0766439
0.00311411 0.58 39.614 0.0728195
0.00331131 0.58 35.0355 0.0693123
0.00352101 0.58 30.9861 0.0660872
0.00374398 0.58 27.4046 0.0631132
0.00398107 0.58 24.2371 0.0603627
0.00423318 0.58 21.4356 0.0578115
0.00450125 0.58 18.9579 0.0554381
0.0047863 0.58 16.7665 0.0532235
0.0050894 0.58 14.8284 0.051151
0.0054117 0.58 13.1142 0.0492056
0.0057544 0.58 11.5982 0.0473742
0.00611881 0.58 10.2573 0.0456453
0.00650629 0.58 9.07144 0.0440084
0.00691831 0.58 8.02261 0.0424546
0.00735642 0.58 7.09499 0.0409758
0.00782228 0.58 6.27458 0.0395648
0.00831764 0.58 5.54898 0.0382154
0.00884437 0.58 4.90724 0.0369221
0.00940445 0.58 4.33967 0.0356799
0.01 0.58 3.8377 0.0344844
0.0106333 0.58 3.39374 0.0333319
0.0113066 0.58 3.0011 0.0322189
0.0120226 0.58 2.65384 0.0311424
0.012784 0.58 2.34671 0.0300997
0.0135936 0.58 2.07508 0.0290885
0.0144544 0.58 1.83485 0.0281068
0.0153697 0.58 1.62239 0.0271527
0.0163431 0.58 1.43449 0.0262245
0.017378 0.58 1.26831 0.0253209
0.0184785 0.58 1.12134 0.0244405
0.0196487 0.58 0.991365 0.0235823
0.020893 0.58 0.876414 0.0227453
0.022216 0.58 0.774754 0.0219285
0.0236229 0.58 0.684849 0.0211313
0.0251189 0.58 0.60534 0.0203528
0.0267096 0.58 0.535026 0.0195927
0.028401 0.58 0.472845 0.0188502
0.0301995 0.58 0.417856 0.018125
0.0321119 0.58 0.369229 0.0174166
0.0341455 0.58 0.326228 0.0167247
0.0363078 0.58 0.288203 0.016049
0.0386071 0.58 0.254579 0.0153892
0.0410519 0.58 0.224848 0.014745
0.0436516 0.58 0.198559 0.0141162
0.0464159 0.58 0.175315 0.0135027
0.0493552 0.58 0.154764 0.0129042
0.0524807 0.58 0.136595 0.0123208
0.0558042 0.58 0.120532 0.0117521
0.0593381 0.58 0.106333 0.0111982
0.0630957 0.58 0.0937807 0.0106589
0.0670914 0.58 0.0826861 0.0101341
0.07134 0.58 0.0728806 0.00962389
0.0758578 0.58 0.0642151 0.00912807
0.0806616 0.58 0.0565578 0.00864662
0.0857696 0.58 0.0497923 0.0081795
0.0912011 0.58 0.0438156 0.00772668
0.0969765 0.58 0.0385364 0.00728811
0.103118 0.58 0.0338742 0.00686377
0.109648 0.58 0.0297576 0.00645363
0.116591 0.58 0.0261237 0.00605764
0.123975 0.58 0.0229165 0.00567578
0.131826 0.58 0.0200869 0.00530802
0.140174 0.58 0.0175912 0.0049543
0.14905 0.58 0.0153907 0.00461459
0.158489 0.58 0.0134514 0.00428883
0.168526 0.58 0.011743 0.00397696
0.179198 0.58 0.0102388 0.00367891
0.190546 0.58 0.00891524 0.0033946
0.202613 0.58 0.00775132 0.00312394
0.215443 0.58 0.00672857 0.00286681
0.229087 0.58 0.00583061 0.0026231
0.243594 0.58 0.00504297 0.00239265
0.25902 0.58 0.00435281 0.0021753
0.275423 0.58 0.00374878 0.00197087
0.292864 0.58 0.00322083 0.00177915
0.311411 0.58 0.00276005 0.00159992
0.331131 0.58 0.00235855 0.0014329
0.352101 0.58 0.00200935 0.00127783
0.374398 0.58 0.00170625 0.00113438
0.398107 0.58 0.00144375 0.00100223
0.423318 0.58 0.00121699 0.000880992
0.450125 0.58 0.00102163 0.000770286
0.47863 0.58 0.000853848 0.000669686
0.50894 0.58 0.000710225 0.000578743
0.54117 0.58 0.000587741 0.000496986
0.57544 0.58 0.000483707 0.00042392
0.611881 0.58 0.000395739 0.000359032
0.650629 0.58 0.000321717 0.000301792
0.691831 0.58 0.000259763 0.00025166
0.735642 0.58 0.000208211 0.000208086
0.782228 0.58 0.000165586 0.000170519
0.831764 0.58 0.000130586 0.000138411
0.884437 0.58 0.000102061 0.000111221
0.940445 0.58 7.90019e-05 8.84204e-05
1 0.58 6.05258e-05 6.95003e-05
1.06333 0.58 4.58622e-05 5.39744e-05
1.13066 0.58 3.43441e-05 4.13843e-05
1.20226 0.58 2.53967e-05 3.13033e-05
1.2784 0.58 1.85293e-05 2.33392e-05
1.35936 0.58 1.3326e-05 1.71372e-05
1.44544 0.58 9.43797e-06 1.23805e-05
1.53697 0.58 6.57574e-06 8.79119e-06
1.63431 0.58 4.50218e-06 6.12917e-06
1.7378 0.58 3.02557e-06 4.19089e-06
1.84785 0.58 1.99325e-06 2.80695e-06
1.96487 0.58 1.28562e-06 1.8392e-06
2.0893 0.58 8.10685e-07 1.17731e-06
2.2216 0.58 4.99044e-07 7.35179e-07
2.36229 0.58 2.99424e-07 4.47153e-07
2.51189 0.58 1.74811e-07 2.64464e-07
2.67096 0.58 9.91309e-08 1.51831e-07
2.8401 0.58 5.44991e-08 8.44559e-08
3.01995 0.58 2.89891e-08 4.54267e-08
3.21119 0.58 1.48874e-08 2.35769e-08
3.41455 0.58 7.36472e-09 1.1781e-08
3.63078 0.58 3.50105e-09 5.65407e-09
3.86071 0.58 1.59527e-09 2.59968e-09
4.10519 0.58 6.94831e-10 1.14204e-09
4.36516 0.58 2.88454e-10 4.77974e-10
4.64159 0.58 1.13786e-10 1.90002e-10
4.93552 0.58 4.2511e-11 7.15038e-11
5.24807 0.58 1.49899e-11 2.53875e-11
5.58042 0.58 4.97027e-12 8.47293e-12
5.93381 0.58 1.54361e-12 2.64772e-12
6.30957 0.58 4.4716e-13 7.71488e-13
6.70914 0.58 1.20288e-13 2.08683e-13
7.134 0.58 2.99072e-14 5.21558e-14
7.58578 0.58 6.83814e-15 1.19841e-14
8.06616 0.58 1.4302e-15 2.51819e-15
8.57696 0.58 2.72078e-16 4.81164e-16
9.12011 0.58 4.67961e-17 8.31021e-17
9.69765 0.58 7.2304e-18 1.28904e-17
10.3118 0.58 9.96772e-19 1.78364e-18
10.9648 0.58 1.21721e-19 2.18571e-19
11.6591 0.58 1.30656e-20 2.35389e-20
12.3975 0.58 1.22273e-21 2.20973e-21
13.1826 0.58 9.88989e-23 1.79256e-22
14.0174 0.58 6.85007e-24 1.24502e-23
14.905 0.58 4.02318e-25 7.33135e-25
15.8489 0.58 1.98277e-26 3.62204e-26
16.8526 0.58 8.1091e-28 1.48477e-27
17.9198 0.58 2.7198e-29 4.99083e-29
19.0546 0.58 7.38763e-31 1.35842e-30
20.2613 0.58 1.60351e-32 2.95422e-32
21.5443 0.58 2.74198e-34 5.06091e-34
22.9087 0.58 3.63847e-36 6.72715e-36
24.3594 0.58 3.68686e-38 6.82768e-38
25.902 0.58 2.80452e-40 5.20161e-40
27.5423 0.58 1.57265e-42 2.92103e-42
29.2864 0.58 6.37661e-45 1.18599e-44
31.1411 0.58 1.83151e-47 3.41079e-47
33.1131 0.58 3.64592e-50 6.79789e-50
35.2101 0.58 4.91468e-53 9.17388e-53
37.4398 0.58 4.37673e-56 8.17843e-56
39.8107 0.58 2.50823e-59 4.69162e-59
42.3318 0.58 8.99545e-63 1.68418e-62
45.0125 0.58 1.95985e-66 3.67259e-66
47.863 0.58 2.51337e-70 4.71379e-70
50.894 0.58 1.83463e-74 3.44353e-74
54.117 0.58 7.35524e-79 1.38157e-78
57.544 0.58 1.55926e-83 2.93088e-83
61.1881 0.58 1.67876e-88 3.15757e-88
65.0629 0.58 8.79373e-94 1.65503e-93
69.1831 0.58 2.14118e-99 4.03216e-99
73.5642 0.58 2.30867e-105 4.34994e-105
78.2228 0.58 1.04687e-111 1.9735e-111
83.1764 0.58 1.88982e-118 3.56431e-118
88.4437 0.58 1.2812e-125 2.41752e-125
94.0445 0.58 3.06581e-133 5.7874e-133
100 0.58 2.42416e-141 4.57799e-141

1e-06 0.59 3.86764e+08 195083
1.06333e-06 0.59 3.42068e+08 172538
1.13066e-06 0.59 3.02538e+08 152599
1.20226e-06 0.59 2.67575e+08 134964
1.2784e-06 0.59 2.36653e+08 119367
1.35936e-06 0.59 2.09305e+08 105573
1.44544e-06 0.59 1.85117e+08 93372.7
1.53697e-06 0.59 1.63724e+08 82582.2
1.63431e-06 0.59 1.44804e+08 73038.8
1.7378e-06 0.59 1.2807e+08 64598.2
1.84785e-06 0.59 1.13269e+08 57133
1.96487e-06 0.59 1.0018e+08 50530.6
2.0893e-06 0.59 8.86025e+07 44691.1
2.2216e-06 0.59 7.83633e+07 39526.5
2.36229e-06 0.59 6.93074e+07 34958.7
2.51189e-06 0.59 6.1298e+07 30918.8
2.67096e-06 0.59 5.42142e+07 27345.7
2.8401e-06 0.59 4.7949e+07 24185.6
3.01995e-06 0.59 4.24078e+07 21390.6
3.21119e-06 0.59 3.7507e+07 18918.7
3.41455e-06 0.59 3.31726e+07 16732.4
3.63078e-06 0.59 2.93391e+07 14798.8
3.86071e-06 0.59 2.59485e+07 13088.6
4.10519e-06 0.59 2.29498e+07 11576.1
4.36516e-06 0.59 2.02977e+07 10238.3
4.64159e-06 0.59 1.7952e+07 9055.18
4.93552e-06 0.59 1.58774e+07 8008.76
5.24807e-06 0.59 1.40426e+07 7083.26
5.58042e-06 0.59 1.24197e+07 6264.72
5.93381e-06 0.59 1.09845e+07 5540.77
6.30957e-06 0.59 9.71507e+06 4900.49
6.70914e-06 0.59 8.59237e+06 4334.2
7.134e-06 0.59 7.5994e+06 3833.35
7.58578e-06 0.59 6.72119e+06 3390.38
8.06616e-06 0.59 5.94446e+06 2998.6
8.57696e-06 0.59 5.2575e+06 2652.09
9.12011e-06 0.59 4.64993e+06 2345.63
9.69765e-06 0.59 4.11256e+06 2074.58
1.03118e-05 0.59 3.6373e+06 1834.86
1.09648e-05 0.59 3.21696e+06 1622.84
1.16591e-05 0.59 2.8452e+06 1435.32
1.23975e-05 0.59 2.5164e+06 1269.47
1.31826e-05 0.59 2.22559e+06 1122.79
1.40174e-05 0.59 1.9684e+06 993.06
1.4905e-05 0.59 1.74092e+06 878.32
1.58489e-05 0.59 1.53974e+06 776.839
1.68526e-05 0.59 1.3618e+06 687.086
1.79198e-05 0.59 1.20442e+06 607.705
1.90546e-05 0.59 1.06524e+06 537.497
2.02613e-05 0.59 942134 475.402
2.15443e-05 0.59 833258 420.483
2.29087e-05 0.59 736964 371.91
2.43594e-05 0.59 651798 328.951
2.5902e-05 0.59 576474 290.955
2.75423e-05 0.59 509854 257.35
2.92864e-05 0.59 450934 227.629
3.11411e-05 0.59 398822 201.342
3.31131e-05 0.59 352733 178.092
3.52101e-05 0.59 311970 157.53
3.74398e-05 0.59 275918 139.343
3.98107e-05 0.59 244032 123.257
4.23318e-05 0.59 215830 109.031
4.50125e-05 0.59 190888 96.4479
4.7863e-05 0.59 168829 85.319
5.0894e-05 0.59 149318 75.476
5.4117e-05 0.59 132062 66.7702
5.7544e-05 0.59 116801 59.0702
6.11881e-05 0.59 103303 52.2599
6.50629e-05 0.59 91364.9 46.2364
6.91831e-05 0.59 80806.5 40.9087
7.35642e-05 0.59 71468.2 36.1965
7.82228e-05 0.59 63209.1 32.0287
8.31764e-05 0.59 55904.4 28.3423
8.84437e-05 0.59 49443.9 25.0817
9.40445e-05 0.59 43730 22.1977
0.0001 0.59 38676.4 19.6467
0.000106333 0.59 34206.8 17.3904
0.000113066 0.59 30253.8 15.3946
0.000120226 0.59 26757.5 13.6292
0.00012784 0.59 23665.3 12.0677
0.000135936 0.59 20930.5 10.6864
0.000144544 0.59 18511.7 9.46448
0.000153697 0.59 16372.4 8.38361
0.000163431 0.59 14480.4 7.42745
0.00017378 0.59 12807 6.58159
0.000184785 0.59 11326.9 5.83329
0.000196487 0.59 10018 5.17127
0.00020893 0.59 8860.24 4.58556
0.00022216 0.59 7836.32 4.06735
0.000236229 0.59 6930.73 3.60883
0.000251189 0.59 6129.79 3.20312
0.000267096 0.59 5421.41 2.8441
0.00028401 0.59 4794.89 2.52639
0.000301995 0.59 4240.78 2.24522
0.000321119 0.59 3750.7 1.99635
0.000341455 0.59 3317.25 1.77607
0.000363078 0.59 2933.9 1.58106
0.000386071 0.59 2594.85 1.40842
0.000410519 0.59 2294.98 1.25555
0.000436516 0.59 2029.76 1.12017
0.000464159 0.59 1795.19 1.00026
0.000493552 0.59 1587.73 0.894045
0.000524807 0.59 1404.25 0.799932
0.000558042 0.59 1241.97 0.716528
0.000593381 0.59 1098.44 0.642596
0.000630957 0.59 971.5 0.577043
0.000670914 0.59 859.23 0.518903
0.0007134 0.59 759.933 0.467321
0.000758578 0.59 672.112 0.42154
0.000806616 0.59 594.44 0.380891
0.000857696 0.59 525.743 0.344783
0.000912011 0.59 464.986 0.312692
0.000969765 0.59 411.25 0.284157
0.00103118 0.59 363.724 0.258766
0.00109648 0.59 321.69 0.23616
0.00116591 0.59 284.513 0.216016
0.00123975 0.59 251.633 0.198053
0.00131826 0.59 222.553 0.18202
0.00140174 0.59 196.833 0.167695
0.0014905 0.59 174.086 0.154882
0.00158489 0.59 153.967 0.143409
0.00168526 0.59 136.174 0.133121
0.00179198 0.59 120.436 0.123884
0.00190546 0.59 106.518 0.115578
0.00202613 0.59 94.2075 0.108096
0.00215443 0.59 83.3199 0.101345
0.00229087 0.59 73.6905 0.0952416
0.00243594 0.59 65.174 0.0897129
0.0025902 0.59 57.6416 0.0846939
0.00275423 0.59 50.9798 0.0801272
0.00292864 0.59 45.0878 0.075962
0.00311411 0.59 39.8767 0.0721535
0.00331131 0.59 35.2678 0.068662
0.00352101 0.59 31.1915 0.0654524
0.00374398 0.59 27.5864 0.0624937
0.00398107 0.59 24.3978 0.0597583
0.00423318 0.59 21.5778 0.0572221
0.00450125 0.59 19.0836 0.0548634
0.0047863 0.59 16.8777 0.0526634
0.0050894 0.59 14.9267 0.0506053
0.0054117 0.59 13.2012 0.0486741
0.0057544 0.59 11.6751 0.0468567
0.00611881 0.59 10.3254 0.0451416
0.00650629 0.59 9.13162 0.0435184
0.00691831 0.59 8.07583 0.041978
0.00735642 0.59 7.14206 0.0405124
0.00782228 0.59 6.31621 0.0391145
0.00831764 0.59 5.5858 0.037778
0.00884437 0.59 4.93981 0.0364974
0.00940445 0.59 4.36847 0.0352677
0.01 0.59 3.86317 0.0340845
0.0106333 0.59 3.41627 0.0329441
0.0113066 0.59 3.02102 0.0318431
0.0120226 0.59 2.67146 0.0307783
0.012784 0.59 2.3623 0.0297472
0.0135936 0.59 2.08887 0.0287475
0.0144544 0.59 1.84705 0.0277769
0.0153697 0.59 1.63318 0.0268338
0.0163431 0.59 1.44403 0.0259165
0.017378 0.59 1.27675 0.0250235
0.0184785 0.59 1.1288 0.0241536
0.0196487 0.59 0.997961 0.0233056
0.020893 0.59 0.882248 0.0224786
0.022216 0.59 0.779913 0.0216717
0.0236229 0.59 0.689412 0.0208842
0.0251189 0.59 0.609375 0.0201153
0.0267096 0.59 0.538595 0.0193644
0.028401 0.59 0.476001 0.0186311
0.0301995 0.59 0.420648 0.0179148
0.0321119 0.59 0.371698 0.0172151
0.0341455 0.59 0.328411 0.0165318
0.0363078 0.59 0.290134 0.0158644
0.0386071 0.59 0.256286 0.0152127
0.0410519 0.59 0.226358 0.0145765
0.0436516 0.59 0.199894 0.0139555
0.0464159 0.59 0.176496 0.0133496
0.0493552 0.59 0.155808 0.0127586
0.0524807 0.59 0.137518 0.0121823
0.0558042 0.59 0.121348 0.0116207
0.0593381 0.59 0.107054 0.0110736
0.0630957 0.59 0.0944183 0.0105409
0.0670914 0.59 0.0832498 0.0100226
0.07134 0.59 0.0733788 0.00951863
0.0758578 0.59 0.0646554 0.00902886
0.0806616 0.59 0.056947 0.00855327
0.0857696 0.59 0.0501362 0.00809182
0.0912011 0.59 0.0441194 0.00764447
0.0969765 0.59 0.0388048 0.00721119
0.103118 0.59 0.0341113 0.00679193
0.109648 0.59 0.029967 0.00638668
0.116591 0.59 0.0263085 0.00599539
0.123975 0.59 0.0230797 0.00561804
0.131826 0.59 0.020231 0.00525458
0.140174 0.59 0.0177183 0.00490498
0.14905 0.59 0.0155028 0.0045692
0.158489 0.59 0.0135502 0.00424718
0.168526 0.59 0.01183 0.00393886
0.179198 0.59 0.0103155 0.00364418
0.190546 0.59 0.0089827 0.00336305
0.202613 0.59 0.00781065 0.00309538
0.215443 0.59 0.00678071 0.00284107
0.229087 0.59 0.00587641 0.00259999
0.243594 0.59 0.00508315 0.002372
0.25902 0.59 0.00438802 0.00215694
0.275423 0.59 0.0037796 0.00195463
0.292864 0.59 0.00324777 0.00176487
0.311411 0.59 0.00278356 0.00158743
0.331131 0.59 0.00237904 0.00142206
0.352101 0.59 0.00202717 0.00126847
0.374398 0.59 0.00172172 0.00112638
0.398107 0.59 0.00145714 0.000995431
0.423318 0.59 0.00122855 0.000875278
0.450125 0.59 0.00103159 0.00076553
0.47863 0.59 0.000862396 0.000665772
0.50894 0.59 0.000717537 0.000575563
0.54117 0.59 0.000593971 0.000494439
0.57544 0.59 0.000488994 0.000421913
0.611881 0.59 0.000400203 0.000357481
0.650629 0.59 0.000325469 0.000300621
0.691831 0.59 0.000262898 0.0002508
